"RelativePath","FullPath","Name","Extension","Directory","SizeBytes","SizeKB","LastWrite"
"backend\src\routes\equipmentExchangeRoutes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\equipmentExchangeRoutes.js","equipmentExchangeRoutes.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes","4685","4.58","03-09-2026 08:40:08"
"backend\src\routes\escrowRoutes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\escrowRoutes.js","escrowRoutes.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes","4148","4.05","03-09-2026 08:40:08"
"backend\src\routes\experienceRoutes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\experienceRoutes.js","experienceRoutes.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes","3577","3.49","30-08-2026 08:17:50"
"backend\src\routes\farmAnalytics.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\farmAnalytics.js","farmAnalytics.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes","708","0.69","04-09-2026 19:57:24"
"backend\src\routes\farmCosting.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\farmCosting.js","farmCosting.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes","450","0.44","04-09-2026 19:27:58"
"backend\src\routes\farmerFamilyRoutes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\farmerFamilyRoutes.js","farmerFamilyRoutes.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes","2067","2.02","30-08-2026 08:17:50"
"backend\src\routes\farmerHealthRoutes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\farmerHealthRoutes.js","farmerHealthRoutes.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes","7783","7.6","03-09-2026 08:40:08"
"backend\src\routes\farmerPortalEnhancements.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\farmerPortalEnhancements.js","farmerPortalEnhancements.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes","10827","10.57","30-08-2026 08:17:50"
"backend\src\routes\farmerRoutes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\farmerRoutes.js","farmerRoutes.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes","4590","4.48","30-08-2026 16:52:56"
"backend\src\routes\farmerTrainingRoutes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\farmerTrainingRoutes.js","farmerTrainingRoutes.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes","1423","1.39","30-08-2026 08:17:50"
"backend\src\routes\farmerValueRoutes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\farmerValueRoutes.js","farmerValueRoutes.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes","1961","1.92","03-09-2026 08:40:08"
"backend\src\routes\fertilizerRoutes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\fertilizerRoutes.js","fertilizerRoutes.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes","3198","3.12","30-08-2026 08:17:50"
"backend\src\routes\financialAnalytics.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\financialAnalytics.js","financialAnalytics.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes","479","0.47","04-09-2026 19:57:24"
"backend\src\routes\fisheriesManagementRoutes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\fisheriesManagementRoutes.js","fisheriesManagementRoutes.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes","3190","3.12","03-09-2026 08:40:08"
"backend\src\routes\foluBenchmarkRoutes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\foluBenchmarkRoutes.js","foluBenchmarkRoutes.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes","867","0.85","30-08-2026 08:17:50"
"backend\src\routes\foluRoutes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\foluRoutes.js","foluRoutes.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes","1596","1.56","30-08-2026 08:17:50"
"backend\src\routes\foodRoutes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\foodRoutes.js","foodRoutes.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes","7667","7.49","30-08-2026 08:17:50"
"backend\src\routes\freightPooling.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\freightPooling.js","freightPooling.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes","689","0.67","04-09-2026 19:27:44"
"backend\src\routes\freightPoolingRoutes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\freightPoolingRoutes.js","freightPoolingRoutes.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes","2566","2.51","30-08-2026 08:17:50"
"backend\src\routes\generated\all_routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\generated\all_routes.js","all_routes.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\generated","24974","24.39","03-09-2026 09:12:38"
"backend\src\routes\geofencingRoutes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\geofencingRoutes.js","geofencingRoutes.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes","3214","3.14","30-08-2026 08:17:50"
"backend\src\routes\glutWarningRoutes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\glutWarningRoutes.js","glutWarningRoutes.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes","1156","1.13","30-08-2026 08:17:50"
"backend\src\routes\goatRoutes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\goatRoutes.js","goatRoutes.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes","13390","13.08","03-09-2026 08:40:08"
"backend\src\routes\governanceModule.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\governanceModule.js","governanceModule.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes","8952","8.74","30-08-2026 08:17:50"
"backend\src\routes\greenhouse.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\greenhouse.js","greenhouse.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes","414","0.4","04-09-2026 19:28:00"
"backend\src\routes\gstRoutes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\gstRoutes.js","gstRoutes.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes","14180","13.85","30-08-2026 08:17:50"
"backend\src\routes\healthRoutes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\healthRoutes.js","healthRoutes.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes","12155","11.87","03-09-2026 08:40:08"
"backend\src\routes\horticulture.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\horticulture.js","horticulture.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes","500","0.49","04-09-2026 19:28:00"
"backend\src\routes\horticultureManagementRoutes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\horticultureManagementRoutes.js","horticultureManagementRoutes.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes","2903","2.83","30-08-2026 08:17:50"
"backend\src\routes\hrRoutes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\hrRoutes.js","hrRoutes.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes","4821","4.71","30-08-2026 08:17:50"
"backend\src\routes\identityManagementRoutes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\identityManagementRoutes.js","identityManagementRoutes.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes","4495","4.39","30-08-2026 08:17:50"
"backend\src\routes\informationSharingRoutes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\informationSharingRoutes.js","informationSharingRoutes.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes","11104","10.84","03-09-2026 08:40:08"
"backend\src\routes\inputSupplyManagementRoutes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\inputSupplyManagementRoutes.js","inputSupplyManagementRoutes.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes","2850","2.78","30-08-2026 08:17:50"
"backend\src\routes\insuranceEnhancements.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\insuranceEnhancements.js","insuranceEnhancements.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes","7857","7.67","30-08-2026 08:17:50"
"backend\src\routes\iotIntegrationRoutes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\iotIntegrationRoutes.js","iotIntegrationRoutes.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes","7215","7.05","30-08-2026 18:08:55"
"backend\src\routes\iotSensors.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\iotSensors.js","iotSensors.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes","447","0.44","04-09-2026 20:00:55"
"backend\src\routes\irrigationManagementRoutes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\irrigationManagementRoutes.js","irrigationManagementRoutes.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes","2590","2.53","30-08-2026 08:17:50"
"backend\src\routes\knowledgeRoutes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\knowledgeRoutes.js","knowledgeRoutes.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes","10407","10.16","30-08-2026 08:17:50"
"backend\src\routes\landManagementRoutes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\landManagementRoutes.js","landManagementRoutes.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes","2657","2.59","30-08-2026 08:17:50"
"backend\src\routes\landRecordsRoutes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\landRecordsRoutes.js","landRecordsRoutes.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes","3426","3.35","30-08-2026 08:17:50"
"backend\src\routes\legacy\apicultureRoutes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\legacy\apicultureRoutes.js","apicultureRoutes.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\legacy","2503","2.44","30-08-2026 08:17:50"
"backend\src\routes\legacy\fisheriesRoutes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\legacy\fisheriesRoutes.js","fisheriesRoutes.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\legacy","2818","2.75","03-09-2026 08:40:08"
"backend\src\routes\legacy\forestryRoutes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\legacy\forestryRoutes.js","forestryRoutes.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\legacy","2382","2.33","30-08-2026 08:17:50"
"backend\src\routes\legacy\mushroomRoutes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\legacy\mushroomRoutes.js","mushroomRoutes.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\legacy","2428","2.37","30-08-2026 08:17:50"
"backend\src\routes\legacy\sericultureRoutes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\legacy\sericultureRoutes.js","sericultureRoutes.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\legacy","2458","2.4","30-08-2026 08:17:50"
"backend\src\routes\legacy\vermicompostRoutes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\legacy\vermicompostRoutes.js","vermicompostRoutes.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\legacy","2496","2.44","30-08-2026 08:17:50"
"backend\src\routes\libraryRoutes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\libraryRoutes.js","libraryRoutes.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes","310","0.3","30-08-2026 08:17:50"
"backend\src\routes\livestock.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\livestock.js","livestock.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes","480","0.47","04-09-2026 19:28:00"
"backend\src\routes\livestockManagementRoutes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\livestockManagementRoutes.js","livestockManagementRoutes.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes","2577","2.52","30-08-2026 08:17:50"
"backend\src\routes\livestockRouteSupport.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\livestockRouteSupport.js","livestockRouteSupport.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes","4305","4.2","03-09-2026 08:40:08"
"backend\src\routes\loanManagement.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\loanManagement.js","loanManagement.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes","2326","2.27","04-09-2026 19:22:09"
"backend\src\routes\logisticsEnhancementRoutes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\logisticsEnhancementRoutes.js","logisticsEnhancementRoutes.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes","12420","12.13","30-08-2026 08:17:50"
"backend\src\routes\logisticsEnhancements.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\logisticsEnhancements.js","logisticsEnhancements.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes","8684","8.48","30-08-2026 08:17:50"
"backend\src\routes\m400AiBackboneRoutes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\m400AiBackboneRoutes.js","m400AiBackboneRoutes.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes","5505","5.38","31-08-2026 18:36:23"
"backend\src\routes\marketAnalytics.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\marketAnalytics.js","marketAnalytics.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes","402","0.39","04-09-2026 19:57:24"
"backend\src\routes\marketDataRoutes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\marketDataRoutes.js","marketDataRoutes.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes","1846","1.8","30-08-2026 08:17:50"
"backend\src\routes\marketplaceEnhancements.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\marketplaceEnhancements.js","marketplaceEnhancements.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes","9481","9.26","30-08-2026 16:54:21"
"backend\src\routes\mlOptimization.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\mlOptimization.js","mlOptimization.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes","412","0.4","04-09-2026 20:01:18"
"backend\src\routes\nervousSystemRoutes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\nervousSystemRoutes.js","nervousSystemRoutes.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes","7267","7.1","30-08-2026 08:17:50"
"backend\src\routes\nlp.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\nlp.js","nlp.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes","333","0.33","04-09-2026 20:01:21"
"backend\src\routes\nutrientValueSalesRoutes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\nutrientValueSalesRoutes.js","nutrientValueSalesRoutes.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes","4910","4.79","30-08-2026 08:17:50"
"backend\src\routes\operationsManagementRoutes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\operationsManagementRoutes.js","operationsManagementRoutes.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes","4980","4.86","03-09-2026 08:40:08"
"backend\src\routes\operationsRouteSupport.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\operationsRouteSupport.js","operationsRouteSupport.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes","1724","1.68","03-09-2026 08:40:08"
"backend\src\routes\orderRoutes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\orderRoutes.js","orderRoutes.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes","3441","3.36","03-09-2026 09:19:01"
"backend\src\routes\organizationManagementRoutes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\organizationManagementRoutes.js","organizationManagementRoutes.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes","9231","9.01","03-09-2026 08:40:08"
"backend\src\routes\ORPHANED_SERVICES_MOUNT.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\ORPHANED_SERVICES_MOUNT.js","ORPHANED_SERVICES_MOUNT.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes","3609","3.52","03-09-2026 18:37:19"
"backend\src\routes\phase10.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\phase10.js","phase10.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes","1837","1.79","04-09-2026 20:04:57"
"backend\src\routes\phase11.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\phase11.js","phase11.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes","1837","1.79","04-09-2026 20:05:11"
"backend\src\routes\phase12.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\phase12.js","phase12.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes","2191","2.14","04-09-2026 20:05:28"
"backend\src\routes\phase8.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\phase8.js","phase8.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes","1592","1.55","04-09-2026 20:01:45"
"backend\src\routes\phase9.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\phase9.js","phase9.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes","2091","2.04","04-09-2026 20:02:00"
"backend\src\routes\pigRoutes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\pigRoutes.js","pigRoutes.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes","12622","12.33","03-09-2026 08:40:08"
"backend\src\routes\platformConfigurationRoutes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\platformConfigurationRoutes.js","platformConfigurationRoutes.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes","7288","7.12","03-09-2026 08:40:08"
"backend\src\routes\platformCoreRoutes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\platformCoreRoutes.js","platformCoreRoutes.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes","5431","5.3","30-08-2026 08:17:50"
"backend\src\routes\platformTelemetryRoutes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\platformTelemetryRoutes.js","platformTelemetryRoutes.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes","762","0.74","30-08-2026 08:17:50"
"backend\src\routes\poultryRoutes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\poultryRoutes.js","poultryRoutes.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes","10185","9.95","03-09-2026 08:40:08"
"backend\src\routes\predictiveAnalytics.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\predictiveAnalytics.js","predictiveAnalytics.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes","414","0.4","04-09-2026 19:57:25"
"backend\src\routes\predictiveIntelligenceRoutes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\predictiveIntelligenceRoutes.js","predictiveIntelligenceRoutes.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes","5102","4.98","30-08-2026 18:08:56"
"backend\src\routes\preventiveMaintenanceRoutes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\preventiveMaintenanceRoutes.js","preventiveMaintenanceRoutes.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes","3266","3.19","03-09-2026 08:40:08"
"backend\src\routes\priceForecasting.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\priceForecasting.js","priceForecasting.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes","863","0.84","04-09-2026 19:22:49"
"backend\src\routes\productCertifications.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\productCertifications.js","productCertifications.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes","2921","2.85","04-09-2026 19:21:47"
"backend\src\routes\productMediaAIRoutes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\productMediaAIRoutes.js","productMediaAIRoutes.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes","885","0.86","30-08-2026 08:17:50"
"backend\src\routes\productReviewRoutes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\productReviewRoutes.js","productReviewRoutes.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes","3668","3.58","30-08-2026 08:17:50"
"backend\src\routes\productRoutes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\productRoutes.js","productRoutes.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes","4033","3.94","03-09-2026 09:18:54"
"backend\src\routes\projectSystemsRoutes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\projectSystemsRoutes.js","projectSystemsRoutes.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes","5706","5.57","30-08-2026 08:17:50"
"backend\src\routes\qualityAssurance.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\qualityAssurance.js","qualityAssurance.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes","434","0.42","04-09-2026 19:58:56"
"backend\src\routes\realtimeMonitoringRoutes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\realtimeMonitoringRoutes.js","realtimeMonitoringRoutes.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes","2575","2.51","30-08-2026 08:17:50"
"backend\src\routes\recoveredFinanceRoutes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\recoveredFinanceRoutes.js","recoveredFinanceRoutes.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes","5604","5.47","30-08-2026 08:17:50"
"backend\src\routes\regionalVarietyRoutes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\regionalVarietyRoutes.js","regionalVarietyRoutes.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes","2185","2.13","30-08-2026 08:17:50"
"backend\src\routes\researchAndDevelopmentRoutes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\researchAndDevelopmentRoutes.js","researchAndDevelopmentRoutes.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes","11556","11.29","30-08-2026 08:17:50"
"backend\src\routes\returnLoadBoardRoutes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\returnLoadBoardRoutes.js","returnLoadBoardRoutes.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes","1745","1.7","30-08-2026 08:17:50"
"backend\src\routes\revenueRoutes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\revenueRoutes.js","revenueRoutes.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes","1061","1.04","30-08-2026 08:17:50"
"backend\src\routes\rfqRoutes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\rfqRoutes.js","rfqRoutes.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes","2527","2.47","03-09-2026 08:40:08"
"backend\src\routes\riskAssessment.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\riskAssessment.js","riskAssessment.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes","444","0.43","04-09-2026 19:59:09"
"backend\src\routes\riskPricingRoutes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\riskPricingRoutes.js","riskPricingRoutes.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes","7102","6.94","30-08-2026 08:17:50"
"backend\src\routes\roleManagementRoutes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\roleManagementRoutes.js","roleManagementRoutes.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes","3909","3.82","30-08-2026 08:17:50"
"backend\src\routes\sapModuleArchitectureRoutes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\sapModuleArchitectureRoutes.js","sapModuleArchitectureRoutes.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes","11168","10.91","30-08-2026 08:17:50"
"backend\src\routes\seedVaultRoutes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\seedVaultRoutes.js","seedVaultRoutes.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes","3076","3","30-08-2026 08:17:50"
"backend\src\routes\sellerRankingRoutes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\sellerRankingRoutes.js","sellerRankingRoutes.js",".js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes","1357","1.33","30-08-2026 08:17:50"
