"File","Integration","EvidenceType"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\services\agriculturalIntelligenceService.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\services\aiAgenticCompanionService.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\services\aiCopilotService.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\services\aiGatewayService.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\services\aiService.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\services\analyticsService.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\services\animalHealthService.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\services\arVrService.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\services\auditService.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\services\authService.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\services\backupService.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\services\biodiversityService.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\services\blockchainTraceabilityService.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\services\bulkOrderService.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\services\companyService.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\services\completeAIIntegrationService.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\services\completeERPIntegrationService.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\services\comprehensiveERPService.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\services\consumerHealthService.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\services\conversationalAIService.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\services\cropPlanningService.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\services\cropValueResearchService.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\services\dairyService.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\services\defenseFitnessPrepService.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\services\digitalProductPassportService.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\services\digitalTwinService.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\services\ecommerceAIService.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\services\ecommerceBusinessSalesService.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\services\ecommerceERPService.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\services\ecommerceIntegrationService.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\services\ecommerceMarketingService.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\services\ecommerceService.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\services\enterpriseControlService.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\services\enterpriseMemoryService.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\services\erpService.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\services\farmerService.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\services\farmerTrainingService.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\services\fertilizerInventoryService.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\services\financialService.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\services\foodIntelligenceService.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\services\foodSafetyService.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\services\formService.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\services\giIntelligenceService.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\services\goatService.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\services\governanceService.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\services\governmentSchemeService.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\services\gstService.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\services\hrService.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\services\indigenousKnowledgeService.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\services\institutionalProcurementService.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\services\insuranceFraudDetectionService.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\services\insurancePolicyIssuanceService.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\services\insurancePremiumService.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\services\insuranceService.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\services\iotIntegrationService.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\services\iotSensorService.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\services\knowledgeGraphService.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\services\laboratoryERPService.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\services\landRecordsService.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\services\logisticsEnhancementService.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\services\logisticsService.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\services\moduleCatalogService.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\services\multilingualService.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\services\nutrientValueSalesService.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\services\nutritionIntelligenceService.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\services\offlinePaymentService.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\services\offlineSyncService.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\services\omnichannelAIService.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\services\orderService.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\services\organicTraceabilityService.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\services\pigService.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\services\platformCoreService.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\services\platformTelemetryService.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\services\poultryService.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\services\predictiveAnalyticsService.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\services\productMediaAIService.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\services\productReviewService.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\services\productService.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\services\realtimeMonitoringService.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\services\recipeIntelligenceService.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\services\roleManagementService.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\services\sheepService.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\services\shelfLifeService.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\services\smsAuthService.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\services\soilTestingService.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\services\userManagementService.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\services\v42IntelligenceService.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\services\valueCommerceService.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\services\voiceAIService.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\services\wearableIntegrationService.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\test\services\backupService.test.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\tests\arVrService.test.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\tests\blockchainTraceabilityService.test.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\tests\consumerHealthService.test.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\tests\conversationalAIService.test.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\tests\enterpriseControl.test.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\tests\farmerPortal.test.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\tests\foodIntelligenceService.test.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\tests\giIntelligenceService.test.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\tests\insurance.test.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\tests\iotIntegrationService.test.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\tests\knowledgeGraphService.test.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\tests\laboratoryERPService.test.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\tests\marketplace.test.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\tests\multilingualService.test.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\tests\nutritionIntelligenceService.test.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\tests\organicTraceabilityService.test.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\tests\predictiveAnalyticsService.test.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\tests\productAndFormOwnership.test.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\tests\setup.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\tests\setup.ts","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\tests\statistics.test.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\tests\valueCommerceService.test.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\backend\src\tests\voiceAIService.test.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\COMPREHENSIVE_AUDIT_REPORT.md","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\COMPREHENSIVE_MODULE_COMPLETION_REPORT.md","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\docs\EBDESIGN_ALIGNMENT.md","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\docs\enhancement_mapping_economic_layer.md","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\docs\ENTERPRISE_CONTROL_LAYER.md","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\docs\MIGRATION_CHAIN_VERIFIED.md","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\docs\OPEN_ITEMS.md","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\docs\registry\15_SYSTEM_WIREFRAME.md","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\docs\registry\18_MODULE_COMPLETENESS.md","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\docs\registry\ROUTE_RECONCILIATION.md","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\docs\wireframes\economic_layer_wireframes.md","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\DOCUMENTATION\Solution_Architecture.md","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\DOCUMENTATION\Volume_1_Platform_Architecture.md","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\DOCUMENTATION\Volume_11_AI_Engineering_Digital_Twin_Platform.md","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\DOCUMENTATION\Volume_11A_Engineering_Microservices_Architecture.md","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\DOCUMENTATION\Volume_11D_Phase1_Implementation_Plan.md","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\DOCUMENTATION\Volume_11E_Integration_with_Existing_Modules.md","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\DOCUMENTATION\Volume_12B_Integration_Shared_Infrastructure_Engineering_OS.md","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\DOCUMENTATION\Volume_13A_Integration_Rural_Life_OS_Existing_Modules.md","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\DOCUMENTATION\Volume_14C_Integration_RPIP_RLX_RMN_Rural_Life_OS.md","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\DOCUMENTATION\Volume_15A_Integration_AREX_Rural_Life_OS.md","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\DOCUMENTATION\Volume_3_Infrastructure_Mapping.md","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\DOCUMENTATION\Volume_4_Database_Architecture.md","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\ENGINEERING_ENHANCEMENT_COMPLETION_REPORT.md","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\ENTERPRISE_FORM_MANAGEMENT_PLATFORM_SPECIFICATION.md","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\EVGA_FINAL_Deliverables.md","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\EVGA_PHASE1_Repository_Inventory.md","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\EVGA_PHASE13_REVERIFIED_2026-08-03.md","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\EVGA_PHASE4_Evidence_Based_Verification.md","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\EVGA_PHASE7_Traceability_Matrix.md","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\frontend\src\modules\M029\README.md","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\FUTURE_WORKFLOW.md","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\MODULE_COMPLETION_REPORT.md","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\MODULE_DESIGN_SPECIFICATION_CUSTOMER_ISSUE_RESOLUTION.md","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\MODULE_DESIGN_SPECIFICATION_FINANCIAL_OS.md","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\PLUGIN_OPTIMIZATION_REPORT.md","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\PUBLIC_DATA_INTELLIGENCE_PLATFORM_ENHANCEMENT_PROMPT.md","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\PUBLIC_DATA_INTELLIGENCE_PLATFORM_INDEX.md","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\PUBLIC_DATA_PLATFORM_AND_BIOMIMICRY_INDEX.md","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\QUICK_START_GUIDE.md","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\README.md","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\REOS_ARCHITECTURE_SPECIFICATION.md","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\REVENUE_OPERATING_SYSTEM_SPECIFICATION.md","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\SUBMODULE_OPERATIONS_IMPROVEMENT_PLAN.md","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\TISMP_API_MINING_PLATFORM_SPECIFICATION.md","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\TISMP_ARCHITECTURE_RECOVERY_PLATFORM_SPECIFICATION.md","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\TISMP_BUSINESS_RULE_MINING_PLATFORM_SPECIFICATION.md","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\TISMP_DATABASE_SCHEMA_MINING_PLATFORM_SPECIFICATION.md","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\TISMP_FORM_UI_MINING_PLATFORM_SPECIFICATION.md","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\TISMP_OPEN_SOURCE_EVALUATION_PLATFORM_SPECIFICATION.md","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\TISMP_PLATFORM_INDEX.md","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\TISMP_REPOSITORY_DISCOVERY_PLATFORM_SPECIFICATION.md","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\TISMP_REPOSITORY_RANKING_PLATFORM_SPECIFICATION.md","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\TISMP_SECURITY_MALWARE_ANALYSIS_PLATFORM_SPECIFICATION.md","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\TISMP_WORKFLOW_MINING_PLATFORM_SPECIFICATION.md","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\tools\build-status-page.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\tools\validate-resolution-rules.js","PostgreSQL","TEXT_REFERENCE"
".claude\worktrees\reverent-hellman-fc7e32\tools\wireframe-boundaries.js","PostgreSQL","TEXT_REFERENCE"
".cursor\settings.json","PostgreSQL","TEXT_REFERENCE"
".devin\environment.yaml","PostgreSQL","TEXT_REFERENCE"
".env.database.example","PostgreSQL","TEXT_REFERENCE"
".github\workflows\ci.yml","PostgreSQL","TEXT_REFERENCE"
"ACTUAL_RESOLUTION_STATUS.md","PostgreSQL","TEXT_REFERENCE"
"AFRERA_CLAUDE_BUILD_DIRECTIVE.md","PostgreSQL","TEXT_REFERENCE"
"ARCHITECTURAL_DECISION_RECORD.md","PostgreSQL","TEXT_REFERENCE"
"backend\.env","PostgreSQL","TEXT_REFERENCE"
"backend\.env.example","PostgreSQL","TEXT_REFERENCE"
"backend\.github\workflows\ci-cd.yml","PostgreSQL","TEXT_REFERENCE"
"backend\docker-compose.yml","PostgreSQL","TEXT_REFERENCE"
"backend\eslint-report.json","PostgreSQL","TEXT_REFERENCE"
"backend\jest.setup.js","PostgreSQL","TEXT_REFERENCE"
"backend\package.json","PostgreSQL","TEXT_REFERENCE"
"backend\package-lock.json","PostgreSQL","TEXT_REFERENCE"
"backend\src\controllers\ecommerceController.js","PostgreSQL","TEXT_REFERENCE"
"backend\src\core\aiOrchestrator.js","PostgreSQL","TEXT_REFERENCE"
"backend\src\core\claudeAICoordinator.js","PostgreSQL","TEXT_REFERENCE"
"backend\src\core\withTransaction.js","PostgreSQL","TEXT_REFERENCE"
"backend\src\database\advanced_pool.js","PostgreSQL","TEXT_REFERENCE"
"backend\src\database\backup\backup_manager.js","PostgreSQL","TEXT_REFERENCE"
"backend\src\database\connection.js","PostgreSQL","TEXT_REFERENCE"
"backend\src\database\initializeDB.js","PostgreSQL","TEXT_REFERENCE"
"backend\src\database\migrate.js","PostgreSQL","TEXT_REFERENCE"
"backend\src\database\migration_quarantine.js","PostgreSQL","TEXT_REFERENCE"
"backend\src\database\migrations\000_base_schema.sql","PostgreSQL","TEXT_REFERENCE"
"backend\src\database\migrations\009_marketplace_enhancements.sql","PostgreSQL","TEXT_REFERENCE"
"backend\src\database\migrations\010_insurance_enhancements.sql","PostgreSQL","TEXT_REFERENCE"
"backend\src\database\migrations\011_farmer_portal_enhancements.sql","PostgreSQL","TEXT_REFERENCE"
"backend\src\database\migrations\012_governance_module.sql","PostgreSQL","TEXT_REFERENCE"
"backend\src\database\migrations\013_logistics_enhancements.sql","PostgreSQL","TEXT_REFERENCE"
"backend\src\database\migrations\014_audit_system.sql","PostgreSQL","TEXT_REFERENCE"
"backend\src\database\migrations\015_advanced_features.sql","PostgreSQL","TEXT_REFERENCE"
"backend\src\database\migrations\016_ai_copilot_schema.sql","PostgreSQL","TEXT_REFERENCE"
"backend\src\database\migrations\017_ar_vr_schema.sql","PostgreSQL","TEXT_REFERENCE"
"backend\src\database\migrations\018_biodiversity_schema.sql","PostgreSQL","TEXT_REFERENCE"
"backend\src\database\migrations\019_blockchain_traceability_schema.sql","PostgreSQL","TEXT_REFERENCE"
"backend\src\database\migrations\020_consumer_health_schema.sql","PostgreSQL","TEXT_REFERENCE"
"backend\src\database\migrations\021_conversational_ai_schema.sql","PostgreSQL","TEXT_REFERENCE"
"backend\src\database\migrations\022_digital_product_passport_schema.sql","PostgreSQL","TEXT_REFERENCE"
"backend\src\database\migrations\023_engineering_schema.sql","PostgreSQL","TEXT_REFERENCE"
"backend\src\database\migrations\024_food_intelligence_schema.sql","PostgreSQL","TEXT_REFERENCE"
"backend\src\database\migrations\025_food_safety_schema.sql","PostgreSQL","TEXT_REFERENCE"
"backend\src\database\migrations\027_gi_intelligence_schema.sql","PostgreSQL","TEXT_REFERENCE"
"backend\src\database\migrations\028_gst_schema.sql","PostgreSQL","TEXT_REFERENCE"
"backend\src\database\migrations\029_indigenous_knowledge_schema.sql","PostgreSQL","TEXT_REFERENCE"
"backend\src\database\migrations\030_institutional_procurement_schema.sql","PostgreSQL","TEXT_REFERENCE"
"backend\src\database\migrations\031_iot_integration_schema.sql","PostgreSQL","TEXT_REFERENCE"
"backend\src\database\migrations\032_knowledge_graph_schema.sql","PostgreSQL","TEXT_REFERENCE"
"backend\src\database\migrations\033_laboratory_erp_schema.sql","PostgreSQL","TEXT_REFERENCE"
"backend\src\database\migrations\034_logistics_enhancement_schema.sql","PostgreSQL","TEXT_REFERENCE"
"backend\src\database\migrations\035_multilingual_schema.sql","PostgreSQL","TEXT_REFERENCE"
"backend\src\database\migrations\036_nutrition_intelligence_schema.sql","PostgreSQL","TEXT_REFERENCE"
"backend\src\database\migrations\037_omnichannel_ai_schema.sql","PostgreSQL","TEXT_REFERENCE"
"backend\src\database\migrations\038_organic_traceability_schema.sql","PostgreSQL","TEXT_REFERENCE"
"backend\src\database\migrations\039_predictive_analytics_schema.sql","PostgreSQL","TEXT_REFERENCE"
"backend\src\database\migrations\040_recipe_intelligence_schema.sql","PostgreSQL","TEXT_REFERENCE"
"backend\src\database\migrations\043_shelf_life_schema.sql","PostgreSQL","TEXT_REFERENCE"
"backend\src\database\migrations\044_value_commerce_schema.sql","PostgreSQL","TEXT_REFERENCE"
"backend\src\database\migrations\045_voice_ai_schema.sql","PostgreSQL","TEXT_REFERENCE"
"backend\src\database\migrations\046_advanced_voice_ai_tables.sql","PostgreSQL","TEXT_REFERENCE"
"backend\src\database\migrations\047_gst_tables.sql","PostgreSQL","TEXT_REFERENCE"
"backend\src\database\migrations\048_offline_payment_tables.sql","PostgreSQL","TEXT_REFERENCE"
