"File","Role","PathClass","InDegree","OutDegree","TotalDegree"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\arService.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M226\controller.js","CONTROLLER","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\analyticsReportRoutes.js","ROUTE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M004\service.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M315\controller.js","CONTROLLER","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\landManagementRoutes.js","ROUTE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M297\service.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M299\service.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\ecommerceService.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M227\controller.js","CONTROLLER","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\renewableEnergyService.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\glutWarningService.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M205\controller.js","CONTROLLER","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M056\controller.js","CONTROLLER","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M071\controller.js","CONTROLLER","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\vrService.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\assetAccountingService.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M194\service.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\paymentService.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M093\controller.js","CONTROLLER","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\analyticsMonitoringService.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\procurementSubscriptionService.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M076\controller.js","CONTROLLER","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M068\service.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M248\controller.js","CONTROLLER","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M235\controller.js","CONTROLLER","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\villageProfileService.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M338\service.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M247\controller.js","CONTROLLER","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M139\service.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\tenantManagementService.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M110\controller.js","CONTROLLER","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M141\controller.js","CONTROLLER","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\supplyChainAnalyticsService.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M337\service.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M309\controller.js","CONTROLLER","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\landRecordsService.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\horticultureManagementRoutes.js","ROUTE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M199\service.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\millCircuitService.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M172\controller.js","CONTROLLER","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M302\controller.js","CONTROLLER","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M037\service.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M164\controller.js","CONTROLLER","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M181\service.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M241\controller.js","CONTROLLER","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\sharedInfrastructureService.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M213\service.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M289\controller.js","CONTROLLER","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M100\service.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M120\service.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\userRoutes.js","ROUTE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M187\service.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M014\service.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\livestockManagementService.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M159\service.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M105\controller.js","CONTROLLER","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M090\service.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M279\controller.js","CONTROLLER","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\claude\aiProviderRoutes.js","ROUTE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\foodSafetyService.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M311\service.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M233\controller.js","CONTROLLER","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\goatService.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M185\controller.js","CONTROLLER","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M253\controller.js","CONTROLLER","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M334\service.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M064\service.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\logisticsEnhancementRoutes.js","ROUTE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M295\service.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M273\controller.js","CONTROLLER","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M128\service.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M130\service.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\authRoutes.js","ROUTE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M092\controller.js","CONTROLLER","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M140\controller.js","CONTROLLER","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M234\controller.js","CONTROLLER","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\marketAccessService.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\sellerRankingRoutes.js","ROUTE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M057\service.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M242\controller.js","CONTROLLER","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\buyingClubService.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M196\service.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M287\controller.js","CONTROLLER","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\revenueService.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M180\controller.js","CONTROLLER","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M163\service.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M190\controller.js","CONTROLLER","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M217\service.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M010\service.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\coldStorageRoutes.js","ROUTE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M237\service.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M247\service.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\demandRoutes.js","ROUTE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\escrowRoutes.js","ROUTE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\custodyEventService.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M246\service.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M231\service.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M209\controller.js","CONTROLLER","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M326\controller.js","CONTROLLER","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\advancedSearchService.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\paymentRoutes.js","ROUTE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\insuranceService.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M028\controller.js","CONTROLLER","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M324\service.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M074\controller.js","CONTROLLER","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\digitalProductPassportService.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M095\service.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M267\controller.js","CONTROLLER","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M291\service.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M266\service.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\certificationManagementService.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M182\controller.js","CONTROLLER","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M020\controller.js","CONTROLLER","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\cropManagementRoutes.js","ROUTE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M140\service.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M200\service.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\apiWarningRoutes.js","ROUTE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M268\service.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M061\controller.js","CONTROLLER","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M059\controller.js","CONTROLLER","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\aiAdvisoryService.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M279\service.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M307\service.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M318\controller.js","CONTROLLER","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M218\controller.js","CONTROLLER","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M171\service.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\climateAdvisoryService.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M104\controller.js","CONTROLLER","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M250\service.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M153\controller.js","CONTROLLER","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\farmerVerificationService.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\phase12.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\weatherAdvisory.js","ROUTE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M090\controller.js","CONTROLLER","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M195\service.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M085\controller.js","CONTROLLER","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M330\controller.js","CONTROLLER","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M012\service.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\cropManagementService.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\cropValueResearchRoutes.js","ROUTE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M210\service.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M157\controller.js","CONTROLLER","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M124\controller.js","CONTROLLER","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\enterpriseMemoryService.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M012\controller.js","CONTROLLER","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\identityManagementService.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M114\controller.js","CONTROLLER","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M164\service.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M115\controller.js","CONTROLLER","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M066\service.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\supplyChainTrackingService.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M248\service.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\pigService.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M032\controller.js","CONTROLLER","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M048\controller.js","CONTROLLER","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M035\controller.js","CONTROLLER","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M054\service.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M342\service.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M064\controller.js","CONTROLLER","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\complianceTrackingService.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M313\service.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M111\service.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M188\service.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M337\controller.js","CONTROLLER","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\dietTherapyRoutes.js","ROUTE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M255\service.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M188\controller.js","CONTROLLER","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M342\controller.js","CONTROLLER","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M178\service.js","SERVICE","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M160\controller.js","CONTROLLER","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M149\controller.js","CONTROLLER","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M040\controller.js","CONTROLLER","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M288\controller.js","CONTROLLER","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M007\controller.js","CONTROLLER","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M123\controller.js","CONTROLLER","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M298\controller.js","CONTROLLER","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M291\controller.js","CONTROLLER","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M232\controller.js","CONTROLLER","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\controllers\ecommerceERPController.js","CONTROLLER","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M170\controller.js","CONTROLLER","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M308\controller.js","CONTROLLER","PRODUCTION_OR_REVIEW","1","1","2"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M067\controller.js","CONTROLLER","PRODUCTION_OR_REVIEW","1","1","2"
