feature,source,original_path,proposed_merge_lab_path,result
support-m130,old-new-folder,New folder/GitHub/AFRERA-EBDESIGN-project/frontend/src/modules/M130/M130Component.jsx,_MERGE_LAB/features/support-m130/old-new-folder__12543a50deb7__m130component.jsx,skip-already-copied
frontend-m130,frontend-current,frontend/src/modules/M130/M130Component.jsx,_MERGE_LAB/features/frontend-m130/frontend-current__d799e019ec9a__m130component.jsx,skip-already-copied
frontend-m130,frontend-current,frontend/src/modules/M130/M130Page.jsx,_MERGE_LAB/features/frontend-m130/frontend-current__213283f025b3__m130page.jsx,skip-already-copied
support-m130,claude,.claude/worktrees/eloquent-galileo-bc5c5f/backups/CONSOLIDATION_BACKUP_20260907_170201/frontend_src_backup/modules/M130/M130Page.jsx,_MERGE_LAB/features/support-m130/claude__c79a07707d61__m130page.jsx,skip-already-copied
support-m130,claude,.claude/worktrees/eloquent-galileo-bc5c5f/frontend/src/modules/M130/M130Page.jsx,_MERGE_LAB/features/support-m130/claude__c79a07707d61__m130page.jsx,skip-already-copied
support-m130,claude,.claude/worktrees/gracious-cerf-f4774a/backups/CONSOLIDATION_BACKUP_20260907_170201/frontend_src_backup/modules/M130/M130Page.jsx,_MERGE_LAB/features/support-m130/claude__c79a07707d61__m130page.jsx,skip-already-copied
support-m130,claude,.claude/worktrees/gracious-cerf-f4774a/frontend/src/modules/M130/M130Page.jsx,_MERGE_LAB/features/support-m130/claude__c79a07707d61__m130page.jsx,skip-already-copied
support-m130,claude,.claude/worktrees/infallible-keller-4bb4ef/backups/CONSOLIDATION_BACKUP_20260907_170201/frontend_src_backup/modules/M130/M130Page.jsx,_MERGE_LAB/features/support-m130/claude__c79a07707d61__m130page.jsx,skip-already-copied
support-m130,claude,.claude/worktrees/infallible-keller-4bb4ef/frontend/src/modules/M130/M130Page.jsx,_MERGE_LAB/features/support-m130/claude__c79a07707d61__m130page.jsx,skip-already-copied
ai-chat-copilot,claude,.claude/worktrees/nice-chatelet-4d6ee4/backups/CONSOLIDATION_BACKUP_20260907_170201/frontend_src_backup/modules/M130/M130Page.jsx,_MERGE_LAB/features/ai-chat-copilot/claude__c79a07707d61__m130page.jsx,skip-already-copied
ai-chat-copilot,claude,.claude/worktrees/nice-chatelet-4d6ee4/frontend/src/modules/M130/M130Page.jsx,_MERGE_LAB/features/ai-chat-copilot/claude__c79a07707d61__m130page.jsx,skip-already-copied
support-m130,backup,backups/CONSOLIDATION_BACKUP_20260907_170201/frontend_src_backup/modules/M130/M130Page.jsx,_MERGE_LAB/features/support-m130/backup__c79a07707d61__m130page.jsx,skip-already-copied
support-m130,claude,New folder/claude_reorg_backup_20262808/.claude/worktrees/agent-a9f69f226252901da/frontend/src/modules/M130/M130Page.jsx,_MERGE_LAB/features/support-m130/claude__c79a07707d61__m130page.jsx,skip-already-copied
ecommerce-marketplace,old-new-folder,New folder/EBDESIGN.worktrees/enterprise-enhancement-production-ready/frontend/src/modules/M130/M130Page.jsx,_MERGE_LAB/features/ecommerce-marketplace/old-new-folder__c79a07707d61__m130page.jsx,skip-already-copied
support-m130,old-new-folder,New folder/GitHub/AFRERA-EBDESIGN-project/frontend/src/modules/M130/M130Page.jsx,_MERGE_LAB/features/support-m130/old-new-folder__c79a07707d61__m130page.jsx,skip-already-copied
support-m131,claude,.claude/worktrees/eloquent-galileo-bc5c5f/backups/CONSOLIDATION_BACKUP_20260907_170201/frontend_src_backup/modules/M131/M131Component.jsx,_MERGE_LAB/features/support-m131/claude__4444dbfd6a17__m131component.jsx,skip-already-copied
support-m131,claude,.claude/worktrees/eloquent-galileo-bc5c5f/frontend/src/modules/M131/M131Component.jsx,_MERGE_LAB/features/support-m131/claude__4444dbfd6a17__m131component.jsx,skip-already-copied
support-m131,claude,.claude/worktrees/gracious-cerf-f4774a/backups/CONSOLIDATION_BACKUP_20260907_170201/frontend_src_backup/modules/M131/M131Component.jsx,_MERGE_LAB/features/support-m131/claude__4444dbfd6a17__m131component.jsx,skip-already-copied
support-m131,claude,.claude/worktrees/gracious-cerf-f4774a/frontend/src/modules/M131/M131Component.jsx,_MERGE_LAB/features/support-m131/claude__4444dbfd6a17__m131component.jsx,skip-already-copied
support-m131,claude,.claude/worktrees/infallible-keller-4bb4ef/backups/CONSOLIDATION_BACKUP_20260907_170201/frontend_src_backup/modules/M131/M131Component.jsx,_MERGE_LAB/features/support-m131/claude__4444dbfd6a17__m131component.jsx,skip-already-copied
support-m131,claude,.claude/worktrees/infallible-keller-4bb4ef/frontend/src/modules/M131/M131Component.jsx,_MERGE_LAB/features/support-m131/claude__4444dbfd6a17__m131component.jsx,skip-already-copied
ai-chat-copilot,claude,.claude/worktrees/nice-chatelet-4d6ee4/backups/CONSOLIDATION_BACKUP_20260907_170201/frontend_src_backup/modules/M131/M131Component.jsx,_MERGE_LAB/features/ai-chat-copilot/claude__4444dbfd6a17__m131component.jsx,skip-already-copied
ai-chat-copilot,claude,.claude/worktrees/nice-chatelet-4d6ee4/frontend/src/modules/M131/M131Component.jsx,_MERGE_LAB/features/ai-chat-copilot/claude__4444dbfd6a17__m131component.jsx,skip-already-copied
support-m131,backup,backups/CONSOLIDATION_BACKUP_20260907_170201/frontend_src_backup/modules/M131/M131Component.jsx,_MERGE_LAB/features/support-m131/backup__4444dbfd6a17__m131component.jsx,skip-already-copied
support-m131,claude,New folder/claude_reorg_backup_20262808/.claude/worktrees/agent-a9f69f226252901da/frontend/src/modules/M131/M131Component.jsx,_MERGE_LAB/features/support-m131/claude__4444dbfd6a17__m131component.jsx,skip-already-copied
ecommerce-marketplace,old-new-folder,New folder/EBDESIGN.worktrees/enterprise-enhancement-production-ready/frontend/src/modules/M131/M131Component.jsx,_MERGE_LAB/features/ecommerce-marketplace/old-new-folder__4444dbfd6a17__m131component.jsx,skip-already-copied
support-m131,old-new-folder,New folder/GitHub/AFRERA-EBDESIGN-project/frontend/src/modules/M131/M131Component.jsx,_MERGE_LAB/features/support-m131/old-new-folder__4444dbfd6a17__m131component.jsx,skip-already-copied
frontend-m131,frontend-current,frontend/src/modules/M131/M131Component.jsx,_MERGE_LAB/features/frontend-m131/frontend-current__4cccb7bdf984__m131component.jsx,skip-already-copied
frontend-m131,frontend-current,frontend/src/modules/M131/M131Page.jsx,_MERGE_LAB/features/frontend-m131/frontend-current__05d72e26b4cd__m131page.jsx,skip-already-copied
support-m131,claude,.claude/worktrees/eloquent-galileo-bc5c5f/backups/CONSOLIDATION_BACKUP_20260907_170201/frontend_src_backup/modules/M131/M131Page.jsx,_MERGE_LAB/features/support-m131/claude__3b26d58d12fb__m131page.jsx,skip-already-copied
support-m131,claude,.claude/worktrees/eloquent-galileo-bc5c5f/frontend/src/modules/M131/M131Page.jsx,_MERGE_LAB/features/support-m131/claude__3b26d58d12fb__m131page.jsx,skip-already-copied
support-m131,claude,.claude/worktrees/gracious-cerf-f4774a/backups/CONSOLIDATION_BACKUP_20260907_170201/frontend_src_backup/modules/M131/M131Page.jsx,_MERGE_LAB/features/support-m131/claude__3b26d58d12fb__m131page.jsx,skip-already-copied
support-m131,claude,.claude/worktrees/gracious-cerf-f4774a/frontend/src/modules/M131/M131Page.jsx,_MERGE_LAB/features/support-m131/claude__3b26d58d12fb__m131page.jsx,skip-already-copied
support-m131,claude,.claude/worktrees/infallible-keller-4bb4ef/backups/CONSOLIDATION_BACKUP_20260907_170201/frontend_src_backup/modules/M131/M131Page.jsx,_MERGE_LAB/features/support-m131/claude__3b26d58d12fb__m131page.jsx,skip-already-copied
support-m131,claude,.claude/worktrees/infallible-keller-4bb4ef/frontend/src/modules/M131/M131Page.jsx,_MERGE_LAB/features/support-m131/claude__3b26d58d12fb__m131page.jsx,skip-already-copied
ai-chat-copilot,claude,.claude/worktrees/nice-chatelet-4d6ee4/backups/CONSOLIDATION_BACKUP_20260907_170201/frontend_src_backup/modules/M131/M131Page.jsx,_MERGE_LAB/features/ai-chat-copilot/claude__3b26d58d12fb__m131page.jsx,skip-already-copied
ai-chat-copilot,claude,.claude/worktrees/nice-chatelet-4d6ee4/frontend/src/modules/M131/M131Page.jsx,_MERGE_LAB/features/ai-chat-copilot/claude__3b26d58d12fb__m131page.jsx,skip-already-copied
support-m131,backup,backups/CONSOLIDATION_BACKUP_20260907_170201/frontend_src_backup/modules/M131/M131Page.jsx,_MERGE_LAB/features/support-m131/backup__3b26d58d12fb__m131page.jsx,skip-already-copied
support-m131,claude,New folder/claude_reorg_backup_20262808/.claude/worktrees/agent-a9f69f226252901da/frontend/src/modules/M131/M131Page.jsx,_MERGE_LAB/features/support-m131/claude__3b26d58d12fb__m131page.jsx,skip-already-copied
ecommerce-marketplace,old-new-folder,New folder/EBDESIGN.worktrees/enterprise-enhancement-production-ready/frontend/src/modules/M131/M131Page.jsx,_MERGE_LAB/features/ecommerce-marketplace/old-new-folder__3b26d58d12fb__m131page.jsx,skip-already-copied
support-m131,old-new-folder,New folder/GitHub/AFRERA-EBDESIGN-project/frontend/src/modules/M131/M131Page.jsx,_MERGE_LAB/features/support-m131/old-new-folder__3b26d58d12fb__m131page.jsx,skip-already-copied
support-m132,claude,.claude/worktrees/eloquent-galileo-bc5c5f/backups/CONSOLIDATION_BACKUP_20260907_170201/frontend_src_backup/modules/M132/M132Component.jsx,_MERGE_LAB/features/support-m132/claude__ecc6136f107e__m132component.jsx,skip-already-copied
support-m132,claude,.claude/worktrees/eloquent-galileo-bc5c5f/frontend/src/modules/M132/M132Component.jsx,_MERGE_LAB/features/support-m132/claude__ecc6136f107e__m132component.jsx,skip-already-copied
support-m132,claude,.claude/worktrees/gracious-cerf-f4774a/backups/CONSOLIDATION_BACKUP_20260907_170201/frontend_src_backup/modules/M132/M132Component.jsx,_MERGE_LAB/features/support-m132/claude__ecc6136f107e__m132component.jsx,skip-already-copied
support-m132,claude,.claude/worktrees/gracious-cerf-f4774a/frontend/src/modules/M132/M132Component.jsx,_MERGE_LAB/features/support-m132/claude__ecc6136f107e__m132component.jsx,skip-already-copied
support-m132,claude,.claude/worktrees/infallible-keller-4bb4ef/backups/CONSOLIDATION_BACKUP_20260907_170201/frontend_src_backup/modules/M132/M132Component.jsx,_MERGE_LAB/features/support-m132/claude__ecc6136f107e__m132component.jsx,skip-already-copied
support-m132,claude,.claude/worktrees/infallible-keller-4bb4ef/frontend/src/modules/M132/M132Component.jsx,_MERGE_LAB/features/support-m132/claude__ecc6136f107e__m132component.jsx,skip-already-copied
ai-chat-copilot,claude,.claude/worktrees/nice-chatelet-4d6ee4/backups/CONSOLIDATION_BACKUP_20260907_170201/frontend_src_backup/modules/M132/M132Component.jsx,_MERGE_LAB/features/ai-chat-copilot/claude__ecc6136f107e__m132component.jsx,skip-already-copied
ai-chat-copilot,claude,.claude/worktrees/nice-chatelet-4d6ee4/frontend/src/modules/M132/M132Component.jsx,_MERGE_LAB/features/ai-chat-copilot/claude__ecc6136f107e__m132component.jsx,skip-already-copied
support-m132,backup,backups/CONSOLIDATION_BACKUP_20260907_170201/frontend_src_backup/modules/M132/M132Component.jsx,_MERGE_LAB/features/support-m132/backup__ecc6136f107e__m132component.jsx,skip-already-copied
support-m132,claude,New folder/claude_reorg_backup_20262808/.claude/worktrees/agent-a9f69f226252901da/frontend/src/modules/M132/M132Component.jsx,_MERGE_LAB/features/support-m132/claude__ecc6136f107e__m132component.jsx,skip-already-copied
ecommerce-marketplace,old-new-folder,New folder/EBDESIGN.worktrees/enterprise-enhancement-production-ready/frontend/src/modules/M132/M132Component.jsx,_MERGE_LAB/features/ecommerce-marketplace/old-new-folder__ecc6136f107e__m132component.jsx,skip-already-copied
support-m132,old-new-folder,New folder/GitHub/AFRERA-EBDESIGN-project/frontend/src/modules/M132/M132Component.jsx,_MERGE_LAB/features/support-m132/old-new-folder__ecc6136f107e__m132component.jsx,skip-already-copied
frontend-m132,frontend-current,frontend/src/modules/M132/M132Component.jsx,_MERGE_LAB/features/frontend-m132/frontend-current__ab8e92697d9f__m132component.jsx,skip-already-copied
frontend-m132,frontend-current,frontend/src/modules/M132/M132Page.jsx,_MERGE_LAB/features/frontend-m132/frontend-current__979288f4e91b__m132page.jsx,skip-already-copied
support-m132,claude,.claude/worktrees/eloquent-galileo-bc5c5f/backups/CONSOLIDATION_BACKUP_20260907_170201/frontend_src_backup/modules/M132/M132Page.jsx,_MERGE_LAB/features/support-m132/claude__30a06caddfe1__m132page.jsx,skip-already-copied
support-m132,claude,.claude/worktrees/eloquent-galileo-bc5c5f/frontend/src/modules/M132/M132Page.jsx,_MERGE_LAB/features/support-m132/claude__30a06caddfe1__m132page.jsx,skip-already-copied
support-m132,claude,.claude/worktrees/gracious-cerf-f4774a/backups/CONSOLIDATION_BACKUP_20260907_170201/frontend_src_backup/modules/M132/M132Page.jsx,_MERGE_LAB/features/support-m132/claude__30a06caddfe1__m132page.jsx,skip-already-copied
support-m132,claude,.claude/worktrees/gracious-cerf-f4774a/frontend/src/modules/M132/M132Page.jsx,_MERGE_LAB/features/support-m132/claude__30a06caddfe1__m132page.jsx,skip-already-copied
support-m132,claude,.claude/worktrees/infallible-keller-4bb4ef/backups/CONSOLIDATION_BACKUP_20260907_170201/frontend_src_backup/modules/M132/M132Page.jsx,_MERGE_LAB/features/support-m132/claude__30a06caddfe1__m132page.jsx,skip-already-copied
support-m132,claude,.claude/worktrees/infallible-keller-4bb4ef/frontend/src/modules/M132/M132Page.jsx,_MERGE_LAB/features/support-m132/claude__30a06caddfe1__m132page.jsx,skip-already-copied
ai-chat-copilot,claude,.claude/worktrees/nice-chatelet-4d6ee4/backups/CONSOLIDATION_BACKUP_20260907_170201/frontend_src_backup/modules/M132/M132Page.jsx,_MERGE_LAB/features/ai-chat-copilot/claude__30a06caddfe1__m132page.jsx,skip-already-copied
ai-chat-copilot,claude,.claude/worktrees/nice-chatelet-4d6ee4/frontend/src/modules/M132/M132Page.jsx,_MERGE_LAB/features/ai-chat-copilot/claude__30a06caddfe1__m132page.jsx,skip-already-copied
support-m132,backup,backups/CONSOLIDATION_BACKUP_20260907_170201/frontend_src_backup/modules/M132/M132Page.jsx,_MERGE_LAB/features/support-m132/backup__30a06caddfe1__m132page.jsx,skip-already-copied
support-m132,claude,New folder/claude_reorg_backup_20262808/.claude/worktrees/agent-a9f69f226252901da/frontend/src/modules/M132/M132Page.jsx,_MERGE_LAB/features/support-m132/claude__30a06caddfe1__m132page.jsx,skip-already-copied
ecommerce-marketplace,old-new-folder,New folder/EBDESIGN.worktrees/enterprise-enhancement-production-ready/frontend/src/modules/M132/M132Page.jsx,_MERGE_LAB/features/ecommerce-marketplace/old-new-folder__30a06caddfe1__m132page.jsx,skip-already-copied
support-m132,old-new-folder,New folder/GitHub/AFRERA-EBDESIGN-project/frontend/src/modules/M132/M132Page.jsx,_MERGE_LAB/features/support-m132/old-new-folder__30a06caddfe1__m132page.jsx,skip-already-copied
support-m133,claude,.claude/worktrees/eloquent-galileo-bc5c5f/backups/CONSOLIDATION_BACKUP_20260907_170201/frontend_src_backup/modules/M133/M133Component.jsx,_MERGE_LAB/features/support-m133/claude__c8c0cea6c39c__m133component.jsx,skip-already-copied
support-m133,claude,.claude/worktrees/eloquent-galileo-bc5c5f/frontend/src/modules/M133/M133Component.jsx,_MERGE_LAB/features/support-m133/claude__c8c0cea6c39c__m133component.jsx,skip-already-copied
support-m133,claude,.claude/worktrees/gracious-cerf-f4774a/backups/CONSOLIDATION_BACKUP_20260907_170201/frontend_src_backup/modules/M133/M133Component.jsx,_MERGE_LAB/features/support-m133/claude__c8c0cea6c39c__m133component.jsx,skip-already-copied
support-m133,claude,.claude/worktrees/gracious-cerf-f4774a/frontend/src/modules/M133/M133Component.jsx,_MERGE_LAB/features/support-m133/claude__c8c0cea6c39c__m133component.jsx,skip-already-copied
support-m133,claude,.claude/worktrees/infallible-keller-4bb4ef/backups/CONSOLIDATION_BACKUP_20260907_170201/frontend_src_backup/modules/M133/M133Component.jsx,_MERGE_LAB/features/support-m133/claude__c8c0cea6c39c__m133component.jsx,skip-already-copied
support-m133,claude,.claude/worktrees/infallible-keller-4bb4ef/frontend/src/modules/M133/M133Component.jsx,_MERGE_LAB/features/support-m133/claude__c8c0cea6c39c__m133component.jsx,skip-already-copied
ai-chat-copilot,claude,.claude/worktrees/nice-chatelet-4d6ee4/backups/CONSOLIDATION_BACKUP_20260907_170201/frontend_src_backup/modules/M133/M133Component.jsx,_MERGE_LAB/features/ai-chat-copilot/claude__c8c0cea6c39c__m133component.jsx,skip-already-copied
ai-chat-copilot,claude,.claude/worktrees/nice-chatelet-4d6ee4/frontend/src/modules/M133/M133Component.jsx,_MERGE_LAB/features/ai-chat-copilot/claude__c8c0cea6c39c__m133component.jsx,skip-already-copied
support-m133,backup,backups/CONSOLIDATION_BACKUP_20260907_170201/frontend_src_backup/modules/M133/M133Component.jsx,_MERGE_LAB/features/support-m133/backup__c8c0cea6c39c__m133component.jsx,skip-already-copied
support-m133,claude,New folder/claude_reorg_backup_20262808/.claude/worktrees/agent-a9f69f226252901da/frontend/src/modules/M133/M133Component.jsx,_MERGE_LAB/features/support-m133/claude__c8c0cea6c39c__m133component.jsx,skip-already-copied
ecommerce-marketplace,old-new-folder,New folder/EBDESIGN.worktrees/enterprise-enhancement-production-ready/frontend/src/modules/M133/M133Component.jsx,_MERGE_LAB/features/ecommerce-marketplace/old-new-folder__c8c0cea6c39c__m133component.jsx,skip-already-copied
support-m133,old-new-folder,New folder/GitHub/AFRERA-EBDESIGN-project/frontend/src/modules/M133/M133Component.jsx,_MERGE_LAB/features/support-m133/old-new-folder__c8c0cea6c39c__m133component.jsx,skip-already-copied
frontend-m133,frontend-current,frontend/src/modules/M133/M133Component.jsx,_MERGE_LAB/features/frontend-m133/frontend-current__d8aa8d298bb6__m133component.jsx,skip-already-copied
frontend-m133,frontend-current,frontend/src/modules/M133/M133Page.jsx,_MERGE_LAB/features/frontend-m133/frontend-current__e0019a57590f__m133page.jsx,skip-already-copied
support-m133,claude,.claude/worktrees/eloquent-galileo-bc5c5f/backups/CONSOLIDATION_BACKUP_20260907_170201/frontend_src_backup/modules/M133/M133Page.jsx,_MERGE_LAB/features/support-m133/claude__8d9086930960__m133page.jsx,skip-already-copied
support-m133,claude,.claude/worktrees/eloquent-galileo-bc5c5f/frontend/src/modules/M133/M133Page.jsx,_MERGE_LAB/features/support-m133/claude__8d9086930960__m133page.jsx,skip-already-copied
support-m133,claude,.claude/worktrees/gracious-cerf-f4774a/backups/CONSOLIDATION_BACKUP_20260907_170201/frontend_src_backup/modules/M133/M133Page.jsx,_MERGE_LAB/features/support-m133/claude__8d9086930960__m133page.jsx,skip-already-copied
support-m133,claude,.claude/worktrees/gracious-cerf-f4774a/frontend/src/modules/M133/M133Page.jsx,_MERGE_LAB/features/support-m133/claude__8d9086930960__m133page.jsx,skip-already-copied
support-m133,claude,.claude/worktrees/infallible-keller-4bb4ef/backups/CONSOLIDATION_BACKUP_20260907_170201/frontend_src_backup/modules/M133/M133Page.jsx,_MERGE_LAB/features/support-m133/claude__8d9086930960__m133page.jsx,skip-already-copied
support-m133,claude,.claude/worktrees/infallible-keller-4bb4ef/frontend/src/modules/M133/M133Page.jsx,_MERGE_LAB/features/support-m133/claude__8d9086930960__m133page.jsx,skip-already-copied
ai-chat-copilot,claude,.claude/worktrees/nice-chatelet-4d6ee4/backups/CONSOLIDATION_BACKUP_20260907_170201/frontend_src_backup/modules/M133/M133Page.jsx,_MERGE_LAB/features/ai-chat-copilot/claude__8d9086930960__m133page.jsx,skip-already-copied
ai-chat-copilot,claude,.claude/worktrees/nice-chatelet-4d6ee4/frontend/src/modules/M133/M133Page.jsx,_MERGE_LAB/features/ai-chat-copilot/claude__8d9086930960__m133page.jsx,skip-already-copied
support-m133,backup,backups/CONSOLIDATION_BACKUP_20260907_170201/frontend_src_backup/modules/M133/M133Page.jsx,_MERGE_LAB/features/support-m133/backup__8d9086930960__m133page.jsx,skip-already-copied
support-m133,claude,New folder/claude_reorg_backup_20262808/.claude/worktrees/agent-a9f69f226252901da/frontend/src/modules/M133/M133Page.jsx,_MERGE_LAB/features/support-m133/claude__8d9086930960__m133page.jsx,skip-already-copied
ecommerce-marketplace,old-new-folder,New folder/EBDESIGN.worktrees/enterprise-enhancement-production-ready/frontend/src/modules/M133/M133Page.jsx,_MERGE_LAB/features/ecommerce-marketplace/old-new-folder__8d9086930960__m133page.jsx,skip-already-copied
support-m133,old-new-folder,New folder/GitHub/AFRERA-EBDESIGN-project/frontend/src/modules/M133/M133Page.jsx,_MERGE_LAB/features/support-m133/old-new-folder__8d9086930960__m133page.jsx,skip-already-copied
support-m134,claude,.claude/worktrees/eloquent-galileo-bc5c5f/backups/CONSOLIDATION_BACKUP_20260907_170201/frontend_src_backup/modules/M134/M134Component.jsx,_MERGE_LAB/features/support-m134/claude__15351186b019__m134component.jsx,skip-already-copied
support-m134,claude,.claude/worktrees/eloquent-galileo-bc5c5f/frontend/src/modules/M134/M134Component.jsx,_MERGE_LAB/features/support-m134/claude__15351186b019__m134component.jsx,skip-already-copied
support-m134,claude,.claude/worktrees/gracious-cerf-f4774a/backups/CONSOLIDATION_BACKUP_20260907_170201/frontend_src_backup/modules/M134/M134Component.jsx,_MERGE_LAB/features/support-m134/claude__15351186b019__m134component.jsx,skip-already-copied
support-m134,claude,.claude/worktrees/gracious-cerf-f4774a/frontend/src/modules/M134/M134Component.jsx,_MERGE_LAB/features/support-m134/claude__15351186b019__m134component.jsx,skip-already-copied
support-m134,claude,.claude/worktrees/infallible-keller-4bb4ef/backups/CONSOLIDATION_BACKUP_20260907_170201/frontend_src_backup/modules/M134/M134Component.jsx,_MERGE_LAB/features/support-m134/claude__15351186b019__m134component.jsx,skip-already-copied
support-m134,claude,.claude/worktrees/infallible-keller-4bb4ef/frontend/src/modules/M134/M134Component.jsx,_MERGE_LAB/features/support-m134/claude__15351186b019__m134component.jsx,skip-already-copied
ai-chat-copilot,claude,.claude/worktrees/nice-chatelet-4d6ee4/backups/CONSOLIDATION_BACKUP_20260907_170201/frontend_src_backup/modules/M134/M134Component.jsx,_MERGE_LAB/features/ai-chat-copilot/claude__15351186b019__m134component.jsx,skip-already-copied
ai-chat-copilot,claude,.claude/worktrees/nice-chatelet-4d6ee4/frontend/src/modules/M134/M134Component.jsx,_MERGE_LAB/features/ai-chat-copilot/claude__15351186b019__m134component.jsx,skip-already-copied
support-m134,backup,backups/CONSOLIDATION_BACKUP_20260907_170201/frontend_src_backup/modules/M134/M134Component.jsx,_MERGE_LAB/features/support-m134/backup__15351186b019__m134component.jsx,skip-already-copied
support-m134,claude,New folder/claude_reorg_backup_20262808/.claude/worktrees/agent-a9f69f226252901da/frontend/src/modules/M134/M134Component.jsx,_MERGE_LAB/features/support-m134/claude__15351186b019__m134component.jsx,skip-already-copied
ecommerce-marketplace,old-new-folder,New folder/EBDESIGN.worktrees/enterprise-enhancement-production-ready/frontend/src/modules/M134/M134Component.jsx,_MERGE_LAB/features/ecommerce-marketplace/old-new-folder__15351186b019__m134component.jsx,skip-already-copied
support-m134,old-new-folder,New folder/GitHub/AFRERA-EBDESIGN-project/frontend/src/modules/M134/M134Component.jsx,_MERGE_LAB/features/support-m134/old-new-folder__15351186b019__m134component.jsx,skip-already-copied
frontend-m134,frontend-current,frontend/src/modules/M134/M134Component.jsx,_MERGE_LAB/features/frontend-m134/frontend-current__d1bba3b1873a__m134component.jsx,skip-already-copied
frontend-m134,frontend-current,frontend/src/modules/M134/M134Page.jsx,_MERGE_LAB/features/frontend-m134/frontend-current__ac7afc4aa2ae__m134page.jsx,skip-already-copied
support-m134,claude,.claude/worktrees/eloquent-galileo-bc5c5f/backups/CONSOLIDATION_BACKUP_20260907_170201/frontend_src_backup/modules/M134/M134Page.jsx,_MERGE_LAB/features/support-m134/claude__085bd48e3e58__m134page.jsx,skip-already-copied
support-m134,claude,.claude/worktrees/eloquent-galileo-bc5c5f/frontend/src/modules/M134/M134Page.jsx,_MERGE_LAB/features/support-m134/claude__085bd48e3e58__m134page.jsx,skip-already-copied
support-m134,claude,.claude/worktrees/gracious-cerf-f4774a/backups/CONSOLIDATION_BACKUP_20260907_170201/frontend_src_backup/modules/M134/M134Page.jsx,_MERGE_LAB/features/support-m134/claude__085bd48e3e58__m134page.jsx,skip-already-copied
support-m134,claude,.claude/worktrees/gracious-cerf-f4774a/frontend/src/modules/M134/M134Page.jsx,_MERGE_LAB/features/support-m134/claude__085bd48e3e58__m134page.jsx,skip-already-copied
support-m134,claude,.claude/worktrees/infallible-keller-4bb4ef/backups/CONSOLIDATION_BACKUP_20260907_170201/frontend_src_backup/modules/M134/M134Page.jsx,_MERGE_LAB/features/support-m134/claude__085bd48e3e58__m134page.jsx,skip-already-copied
support-m134,claude,.claude/worktrees/infallible-keller-4bb4ef/frontend/src/modules/M134/M134Page.jsx,_MERGE_LAB/features/support-m134/claude__085bd48e3e58__m134page.jsx,skip-already-copied
ai-chat-copilot,claude,.claude/worktrees/nice-chatelet-4d6ee4/backups/CONSOLIDATION_BACKUP_20260907_170201/frontend_src_backup/modules/M134/M134Page.jsx,_MERGE_LAB/features/ai-chat-copilot/claude__085bd48e3e58__m134page.jsx,skip-already-copied
ai-chat-copilot,claude,.claude/worktrees/nice-chatelet-4d6ee4/frontend/src/modules/M134/M134Page.jsx,_MERGE_LAB/features/ai-chat-copilot/claude__085bd48e3e58__m134page.jsx,skip-already-copied
support-m134,backup,backups/CONSOLIDATION_BACKUP_20260907_170201/frontend_src_backup/modules/M134/M134Page.jsx,_MERGE_LAB/features/support-m134/backup__085bd48e3e58__m134page.jsx,skip-already-copied
support-m134,claude,New folder/claude_reorg_backup_20262808/.claude/worktrees/agent-a9f69f226252901da/frontend/src/modules/M134/M134Page.jsx,_MERGE_LAB/features/support-m134/claude__085bd48e3e58__m134page.jsx,skip-already-copied
ecommerce-marketplace,old-new-folder,New folder/EBDESIGN.worktrees/enterprise-enhancement-production-ready/frontend/src/modules/M134/M134Page.jsx,_MERGE_LAB/features/ecommerce-marketplace/old-new-folder__085bd48e3e58__m134page.jsx,skip-already-copied
support-m134,old-new-folder,New folder/GitHub/AFRERA-EBDESIGN-project/frontend/src/modules/M134/M134Page.jsx,_MERGE_LAB/features/support-m134/old-new-folder__085bd48e3e58__m134page.jsx,skip-already-copied
support-m135,claude,.claude/worktrees/eloquent-galileo-bc5c5f/backups/CONSOLIDATION_BACKUP_20260907_170201/frontend_src_backup/modules/M135/M135Component.jsx,_MERGE_LAB/features/support-m135/claude__617dc35c97e9__m135component.jsx,skip-already-copied
support-m135,claude,.claude/worktrees/eloquent-galileo-bc5c5f/frontend/src/modules/M135/M135Component.jsx,_MERGE_LAB/features/support-m135/claude__617dc35c97e9__m135component.jsx,skip-already-copied
support-m135,claude,.claude/worktrees/gracious-cerf-f4774a/backups/CONSOLIDATION_BACKUP_20260907_170201/frontend_src_backup/modules/M135/M135Component.jsx,_MERGE_LAB/features/support-m135/claude__617dc35c97e9__m135component.jsx,skip-already-copied
support-m135,claude,.claude/worktrees/gracious-cerf-f4774a/frontend/src/modules/M135/M135Component.jsx,_MERGE_LAB/features/support-m135/claude__617dc35c97e9__m135component.jsx,skip-already-copied
support-m135,claude,.claude/worktrees/infallible-keller-4bb4ef/backups/CONSOLIDATION_BACKUP_20260907_170201/frontend_src_backup/modules/M135/M135Component.jsx,_MERGE_LAB/features/support-m135/claude__617dc35c97e9__m135component.jsx,skip-already-copied
support-m135,claude,.claude/worktrees/infallible-keller-4bb4ef/frontend/src/modules/M135/M135Component.jsx,_MERGE_LAB/features/support-m135/claude__617dc35c97e9__m135component.jsx,skip-already-copied
