"cap","files","count"
"CAP-186","C:\Users\DIYA GOEL\Downloads\EBDESIGN\EVGA_PHASE3_Master_Capability_Repository.md;C:\Users\DIYA GOEL\Downloads\EBDESIGN\EVGA_PHASE13_Enhanced_Evidence_Verification.md;C:\Users\DIYA GOEL\Downloads\EBDESIGN\EVGA_PHASE11_Expanded_Enterprise_Platforms_Audit.md","3"
"CAP-187","C:\Users\DIYA GOEL\Downloads\EBDESIGN\EVGA_PHASE3_Master_Capability_Repository.md;C:\Users\DIYA GOEL\Downloads\EBDESIGN\EVGA_PHASE11_Expanded_Enterprise_Platforms_Audit.md;C:\Users\DIYA GOEL\Downloads\EBDESIGN\EVGA_PHASE13_Enhanced_Evidence_Verification.md","3"
"CAP-188","C:\Users\DIYA GOEL\Downloads\EBDESIGN\EVGA_PHASE13_Enhanced_Evidence_Verification.md;C:\Users\DIYA GOEL\Downloads\EBDESIGN\EVGA_PHASE3_Master_Capability_Repository.md;C:\Users\DIYA GOEL\Downloads\EBDESIGN\EVGA_PHASE11_Expanded_Enterprise_Platforms_Audit.md","3"
"CAP-189","C:\Users\DIYA GOEL\Downloads\EBDESIGN\EVGA_PHASE11_Expanded_Enterprise_Platforms_Audit.md;C:\Users\DIYA GOEL\Downloads\EBDESIGN\EVGA_PHASE3_Master_Capability_Repository.md;C:\Users\DIYA GOEL\Downloads\EBDESIGN\EVGA_PHASE13_Enhanced_Evidence_Verification.md","3"
"CAP-190","C:\Users\DIYA GOEL\Downloads\EBDESIGN\EVGA_PHASE11_Expanded_Enterprise_Platforms_Audit.md;C:\Users\DIYA GOEL\Downloads\EBDESIGN\EVGA_PHASE13_Enhanced_Evidence_Verification.md;C:\Users\DIYA GOEL\Downloads\EBDESIGN\EVGA_PHASE3_Master_Capability_Repository.md","3"
"CAP-191","C:\Users\DIYA GOEL\Downloads\EBDESIGN\EVGA_PHASE3_Master_Capability_Repository.md;C:\Users\DIYA GOEL\Downloads\EBDESIGN\EVGA_PHASE11_Expanded_Enterprise_Platforms_Audit.md;C:\Users\DIYA GOEL\Downloads\EBDESIGN\EVGA_PHASE13_Enhanced_Evidence_Verification.md","3"
"cap-192","C:\Users\DIYA GOEL\Downloads\EBDESIGN\EVGA_PHASE13_Enhanced_Evidence_Verification.pdf;C:\Users\DIYA GOEL\Downloads\EBDESIGN\EVGA_PHASE14_Enhanced_Heat_Maps.md;C:\Users\DIYA GOEL\Downloads\EBDESIGN\EVGA_PHASE3_Master_Capability_Repository.md;C:\Users\DIYA GOEL\Downloads\EBDESIGN\EVGA_PHASE13_Enhanced_Evidence_Verification.md;C:\Users\DIYA GOEL\Downloads\EBDESIGN\EVGA_PHASE11_Expanded_Enterprise_Platforms_Audit.md","8"
"CAP-193","C:\Users\DIYA GOEL\Downloads\EBDESIGN\EVGA_PHASE11_Expanded_Enterprise_Platforms_Audit.md;C:\Users\DIYA GOEL\Downloads\EBDESIGN\EVGA_PHASE3_Master_Capability_Repository.md;C:\Users\DIYA GOEL\Downloads\EBDESIGN\EVGA_PHASE14_Enhanced_Heat_Maps.md;C:\Users\DIYA GOEL\Downloads\EBDESIGN\EVGA_PHASE13_Enhanced_Evidence_Verification.md;C:\Users\DIYA GOEL\Downloads\EBDESIGN\EVGA_PHASE13_Enhanced_Evidence_Verification.pdf","8"
"CAP-194","C:\Users\DIYA GOEL\Downloads\EBDESIGN\EVGA_PHASE3_Master_Capability_Repository.md;C:\Users\DIYA GOEL\Downloads\EBDESIGN\EVGA_PHASE13_Enhanced_Evidence_Verification.md;C:\Users\DIYA GOEL\Downloads\EBDESIGN\EVGA_PHASE11_Expanded_Enterprise_Platforms_Audit.md","3"
"CAP-195","C:\Users\DIYA GOEL\Downloads\EBDESIGN\EVGA_PHASE13_Enhanced_Evidence_Verification.md;C:\Users\DIYA GOEL\Downloads\EBDESIGN\EVGA_PHASE11_Expanded_Enterprise_Platforms_Audit.md;C:\Users\DIYA GOEL\Downloads\EBDESIGN\EVGA_PHASE3_Master_Capability_Repository.md","3"
"CAP-196","C:\Users\DIYA GOEL\Downloads\EBDESIGN\EVGA_PHASE11_Expanded_Enterprise_Platforms_Audit.md;C:\Users\DIYA GOEL\Downloads\EBDESIGN\EVGA_PHASE3_Master_Capability_Repository.md;C:\Users\DIYA GOEL\Downloads\EBDESIGN\EVGA_PHASE13_Enhanced_Evidence_Verification.md","3"
"CAP-197","C:\Users\DIYA GOEL\Downloads\EBDESIGN\EVGA_PHASE3_Master_Capability_Repository.md;C:\Users\DIYA GOEL\Downloads\EBDESIGN\EVGA_PHASE13_Enhanced_Evidence_Verification.md;C:\Users\DIYA GOEL\Downloads\EBDESIGN\EVGA_PHASE11_Expanded_Enterprise_Platforms_Audit.md","3"
"CAP-198","C:\Users\DIYA GOEL\Downloads\EBDESIGN\EVGA_PHASE11_Expanded_Enterprise_Platforms_Audit.md;C:\Users\DIYA GOEL\Downloads\EBDESIGN\EVGA_PHASE3_Master_Capability_Repository.md;C:\Users\DIYA GOEL\Downloads\EBDESIGN\EVGA_PHASE13_Enhanced_Evidence_Verification.md","3"
"CAP-199","C:\Users\DIYA GOEL\Downloads\EBDESIGN\EVGA_PHASE3_Master_Capability_Repository.md;C:\Users\DIYA GOEL\Downloads\EBDESIGN\EVGA_PHASE11_Expanded_Enterprise_Platforms_Audit.md;C:\Users\DIYA GOEL\Downloads\EBDESIGN\EVGA_PHASE13_Enhanced_Evidence_Verification.md","3"
"CAP-200","C:\Users\DIYA GOEL\Downloads\EBDESIGN\EVGA_PHASE14_Enhanced_Heat_Maps.md;C:\Users\DIYA GOEL\Downloads\EBDESIGN\EVGA_PHASE13_Enhanced_Evidence_Verification.pdf;C:\Users\DIYA GOEL\Downloads\EBDESIGN\EVGA_PHASE3_Master_Capability_Repository.md;C:\Users\DIYA GOEL\Downloads\EBDESIGN\EVGA_PHASE13_Enhanced_Evidence_Verification.md;C:\Users\DIYA GOEL\Downloads\EBDESIGN\EVGA_PHASE11_Expanded_Enterprise_Platforms_Audit.md","8"
"CAP-201","C:\Users\DIYA GOEL\Downloads\EBDESIGN\EVGA_PHASE3_Master_Capability_Repository.md;C:\Users\DIYA GOEL\Downloads\EBDESIGN\EVGA_PHASE14_Enhanced_Heat_Maps.md;C:\Users\DIYA GOEL\Downloads\EBDESIGN\EVGA_PHASE11_Expanded_Enterprise_Platforms_Audit.md;C:\Users\DIYA GOEL\Downloads\EBDESIGN\EVGA_PHASE13_Enhanced_Evidence_Verification.md;C:\Users\DIYA GOEL\Downloads\EBDESIGN\EVGA_PHASE13_Enhanced_Evidence_Verification.pdf","8"
"CAP-202","C:\Users\DIYA GOEL\Downloads\EBDESIGN\EVGA_PHASE3_Master_Capability_Repository.md;C:\Users\DIYA GOEL\Downloads\EBDESIGN\EVGA_PHASE13_Enhanced_Evidence_Verification.md;C:\Users\DIYA GOEL\Downloads\EBDESIGN\EVGA_PHASE11_Expanded_Enterprise_Platforms_Audit.md","3"
"CAP-203","C:\Users\DIYA GOEL\Downloads\EBDESIGN\EVGA_PHASE13_Enhanced_Evidence_Verification.md;C:\Users\DIYA GOEL\Downloads\EBDESIGN\EVGA_PHASE3_Master_Capability_Repository.md;C:\Users\DIYA GOEL\Downloads\EBDESIGN\EVGA_PHASE11_Expanded_Enterprise_Platforms_Audit.md","3"
"CAP-204","C:\Users\DIYA GOEL\Downloads\EBDESIGN\EVGA_PHASE3_Master_Capability_Repository.md;C:\Users\DIYA GOEL\Downloads\EBDESIGN\EVGA_PHASE13_Enhanced_Evidence_Verification.md;C:\Users\DIYA GOEL\Downloads\EBDESIGN\EVGA_PHASE11_Expanded_Enterprise_Platforms_Audit.md","3"
"CAP-205","C:\Users\DIYA GOEL\Downloads\EBDESIGN\EVGA_PHASE13_Enhanced_Evidence_Verification.md;C:\Users\DIYA GOEL\Downloads\EBDESIGN\EVGA_PHASE11_Expanded_Enterprise_Platforms_Audit.md;C:\Users\DIYA GOEL\Downloads\EBDESIGN\EVGA_PHASE3_Master_Capability_Repository.md","3"
"CAP-206","C:\Users\DIYA GOEL\Downloads\EBDESIGN\EVGA_PHASE13_Enhanced_Evidence_Verification.md;C:\Users\DIYA GOEL\Downloads\EBDESIGN\EVGA_PHASE11_Expanded_Enterprise_Platforms_Audit.md;C:\Users\DIYA GOEL\Downloads\EBDESIGN\EVGA_PHASE3_Master_Capability_Repository.md","3"
"CAP-207","C:\Users\DIYA GOEL\Downloads\EBDESIGN\EVGA_PHASE13_Enhanced_Evidence_Verification.md;C:\Users\DIYA GOEL\Downloads\EBDESIGN\EVGA_PHASE11_Expanded_Enterprise_Platforms_Audit.md;C:\Users\DIYA GOEL\Downloads\EBDESIGN\EVGA_PHASE3_Master_Capability_Repository.md","3"
"CAP-208","C:\Users\DIYA GOEL\Downloads\EBDESIGN\EVGA_PHASE13_Enhanced_Evidence_Verification.md;C:\Users\DIYA GOEL\Downloads\EBDESIGN\EVGA_PHASE14_Enhanced_Heat_Maps.md;C:\Users\DIYA GOEL\Downloads\EBDESIGN\EVGA_PHASE11_Expanded_Enterprise_Platforms_Audit.md;C:\Users\DIYA GOEL\Downloads\EBDESIGN\EVGA_PHASE13_Enhanced_Evidence_Verification.pdf;C:\Users\DIYA GOEL\Downloads\EBDESIGN\EVGA_PHASE3_Master_Capability_Repository.md","8"
"cap-209","C:\Users\DIYA GOEL\Downloads\EBDESIGN\EVGA_PHASE13_Enhanced_Evidence_Verification.pdf;C:\Users\DIYA GOEL\Downloads\EBDESIGN\EVGA_PHASE3_Master_Capability_Repository.md;C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\coverage\lcov-report\services\indigenousKnowledgeService.js.html;C:\Users\DIYA GOEL\Downloads\EBDESIGN\EVGA_PHASE13_Enhanced_Evidence_Verification.md;C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\029_indigenous_knowledge_schema.sql;C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\indigenousKnowledgeService.js;C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\eslint-report.json;C:\Users\DIYA GOEL\Downloads\EBDESIGN\EVGA_PHASE14_Enhanced_Heat_Maps.md;C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\indigenous_knowledge_schema.sql;C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\coverage\services\indigenousKnowledgeService.js.html;C:\Users\DIYA GOEL\Downloads\EBDESIGN\EVGA_PHASE11_Expanded_Enterprise_Platforms_Audit.md","20"
"CAP-210","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\coverage\services\indigenousKnowledgeService.js.html;C:\Users\DIYA GOEL\Downloads\EBDESIGN\EVGA_PHASE11_Expanded_Enterprise_Platforms_Audit.md;C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\coverage\lcov-report\services\indigenousKnowledgeService.js.html;C:\Users\DIYA GOEL\Downloads\EBDESIGN\EVGA_PHASE3_Master_Capability_Repository.md;C:\Users\DIYA GOEL\Downloads\EBDESIGN\EVGA_PHASE13_Enhanced_Evidence_Verification.md;C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\eslint-report.json;C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\029_indigenous_knowledge_schema.sql;C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\indigenous_knowledge_schema.sql;C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\indigenousKnowledgeService.js","9"
"CAP-211","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\coverage\lcov-report\services\indigenousKnowledgeService.js.html;C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\indigenous_knowledge_schema.sql;C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\029_indigenous_knowledge_schema.sql;C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\coverage\services\indigenousKnowledgeService.js.html;C:\Users\DIYA GOEL\Downloads\EBDESIGN\EVGA_PHASE13_Enhanced_Evidence_Verification.md;C:\Users\DIYA GOEL\Downloads\EBDESIGN\EVGA_PHASE3_Master_Capability_Repository.md;C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\indigenousKnowledgeService.js;C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\eslint-report.json;C:\Users\DIYA GOEL\Downloads\EBDESIGN\EVGA_PHASE11_Expanded_Enterprise_Platforms_Audit.md","9"
"CAP-212","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\coverage\lcov-report\services\indigenousKnowledgeService.js.html;C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\indigenousKnowledgeService.js;C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\029_indigenous_knowledge_schema.sql;C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\eslint-report.json;C:\Users\DIYA GOEL\Downloads\EBDESIGN\EVGA_PHASE11_Expanded_Enterprise_Platforms_Audit.md;C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\indigenous_knowledge_schema.sql;C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\coverage\services\indigenousKnowledgeService.js.html;C:\Users\DIYA GOEL\Downloads\EBDESIGN\EVGA_PHASE3_Master_Capability_Repository.md;C:\Users\DIYA GOEL\Downloads\EBDESIGN\EVGA_PHASE13_Enhanced_Evidence_Verification.md","9"
"CAP-213","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\indigenous_knowledge_schema.sql;C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\029_indigenous_knowledge_schema.sql;C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\coverage\services\indigenousKnowledgeService.js.html;C:\Users\DIYA GOEL\Downloads\EBDESIGN\EVGA_PHASE3_Master_Capability_Repository.md;C:\Users\DIYA GOEL\Downloads\EBDESIGN\EVGA_PHASE13_Enhanced_Evidence_Verification.md;C:\Users\DIYA GOEL\Downloads\EBDESIGN\EVGA_PHASE11_Expanded_Enterprise_Platforms_Audit.md;C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\eslint-report.json;C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\indigenousKnowledgeService.js;C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\coverage\lcov-report\services\indigenousKnowledgeService.js.html","9"
"CAP-214","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\coverage\services\indigenousKnowledgeService.js.html;C:\Users\DIYA GOEL\Downloads\EBDESIGN\EVGA_PHASE11_Expanded_Enterprise_Platforms_Audit.md;C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\indigenousKnowledgeService.js;C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\029_indigenous_knowledge_schema.sql;C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\indigenous_knowledge_schema.sql;C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\eslint-report.json;C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\coverage\lcov-report\services\indigenousKnowledgeService.js.html;C:\Users\DIYA GOEL\Downloads\EBDESIGN\EVGA_PHASE13_Enhanced_Evidence_Verification.md;C:\Users\DIYA GOEL\Downloads\EBDESIGN\EVGA_PHASE3_Master_Capability_Repository.md","9"
"CAP-215","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\eslint-report.json;C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\coverage\services\indigenousKnowledgeService.js.html;C:\Users\DIYA GOEL\Downloads\EBDESIGN\EVGA_PHASE13_Enhanced_Evidence_Verification.md;C:\Users\DIYA GOEL\Downloads\EBDESIGN\EVGA_PHASE11_Expanded_Enterprise_Platforms_Audit.md;C:\Users\DIYA GOEL\Downloads\EBDESIGN\EVGA_PHASE3_Master_Capability_Repository.md;C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\indigenousKnowledgeService.js;C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\029_indigenous_knowledge_schema.sql;C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\indigenous_knowledge_schema.sql;C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\coverage\lcov-report\services\indigenousKnowledgeService.js.html","9"
"cap-216","C:\Users\DIYA GOEL\Downloads\EBDESIGN\EVGA_PHASE13_Enhanced_Evidence_Verification.pdf;C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\eslint-report.json;C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\indigenousKnowledgeService.js;C:\Users\DIYA GOEL\Downloads\EBDESIGN\EVGA_PHASE14_Enhanced_Heat_Maps.md;C:\Users\DIYA GOEL\Downloads\EBDESIGN\EVGA_PHASE13_Enhanced_Evidence_Verification.md;C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\coverage\services\indigenousKnowledgeService.js.html;C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\indigenous_knowledge_schema.sql;C:\Users\DIYA GOEL\Downloads\EBDESIGN\EVGA_PHASE11_Expanded_Enterprise_Platforms_Audit.md;C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\029_indigenous_knowledge_schema.sql;C:\Users\DIYA GOEL\Downloads\EBDESIGN\EVGA_PHASE3_Master_Capability_Repository.md;C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\coverage\lcov-report\services\indigenousKnowledgeService.js.html","20"
"CAP-217","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\biodiversityService.js;C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\018_biodiversity_schema.sql;C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\coverage\services\biodiversityService.js.html;C:\Users\DIYA GOEL\Downloads\EBDESIGN\EVGA_PHASE3_Master_Capability_Repository.md;C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\eslint-report.json;C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\biodiversity_schema.sql;C:\Users\DIYA GOEL\Downloads\EBDESIGN\EVGA_PHASE13_Enhanced_Evidence_Verification.pdf;C:\Users\DIYA GOEL\Downloads\EBDESIGN\EVGA_PHASE14_Enhanced_Heat_Maps.md;C:\Users\DIYA GOEL\Downloads\EBDESIGN\EVGA_PHASE13_Enhanced_Evidence_Verification.md;C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\coverage\lcov-report\services\biodiversityService.js.html;C:\Users\DIYA GOEL\Downloads\EBDESIGN\EVGA_PHASE11_Expanded_Enterprise_Platforms_Audit.md","20"
"CAP-218","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\coverage\services\biodiversityService.js.html;C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\coverage\lcov-report\services\biodiversityService.js.html;C:\Users\DIYA GOEL\Downloads\EBDESIGN\EVGA_PHASE11_Expanded_Enterprise_Platforms_Audit.md;C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\biodiversity_schema.sql;C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\018_biodiversity_schema.sql;C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\biodiversityService.js;C:\Users\DIYA GOEL\Downloads\EBDESIGN\EVGA_PHASE13_Enhanced_Evidence_Verification.md;C:\Users\DIYA GOEL\Downloads\EBDESIGN\EVGA_PHASE3_Master_Capability_Repository.md;C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\eslint-report.json","9"
"CAP-219","C:\Users\DIYA GOEL\Downloads\EBDESIGN\EVGA_PHASE3_Master_Capability_Repository.md;C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\coverage\services\biodiversityService.js.html;C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\coverage\lcov-report\services\biodiversityService.js.html;C:\Users\DIYA GOEL\Downloads\EBDESIGN\EVGA_PHASE13_Enhanced_Evidence_Verification.md;C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\eslint-report.json;C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\018_biodiversity_schema.sql;C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\biodiversity_schema.sql;C:\Users\DIYA GOEL\Downloads\EBDESIGN\EVGA_PHASE11_Expanded_Enterprise_Platforms_Audit.md;C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\biodiversityService.js","9"
"CAP-220","C:\Users\DIYA GOEL\Downloads\EBDESIGN\EVGA_PHASE3_Master_Capability_Repository.md;C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\coverage\lcov-report\services\biodiversityService.js.html;C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\eslint-report.json;C:\Users\DIYA GOEL\Downloads\EBDESIGN\EVGA_PHASE13_Enhanced_Evidence_Verification.md;C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\biodiversityService.js;C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\biodiversity_schema.sql;C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\coverage\services\biodiversityService.js.html;C:\Users\DIYA GOEL\Downloads\EBDESIGN\EVGA_PHASE11_Expanded_Enterprise_Platforms_Audit.md;C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\018_biodiversity_schema.sql","9"
"CAP-221","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\eslint-report.json;C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\coverage\services\biodiversityService.js.html;C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\018_biodiversity_schema.sql;C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\biodiversityService.js;C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\biodiversity_schema.sql;C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\coverage\lcov-report\services\biodiversityService.js.html;C:\Users\DIYA GOEL\Downloads\EBDESIGN\EVGA_PHASE13_Enhanced_Evidence_Verification.md;C:\Users\DIYA GOEL\Downloads\EBDESIGN\EVGA_PHASE3_Master_Capability_Repository.md;C:\Users\DIYA GOEL\Downloads\EBDESIGN\EVGA_PHASE11_Expanded_Enterprise_Platforms_Audit.md","9"
"CAP-222","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\biodiversityService.js;C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\018_biodiversity_schema.sql;C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\eslint-report.json;C:\Users\DIYA GOEL\Downloads\EBDESIGN\EVGA_PHASE13_Enhanced_Evidence_Verification.md;C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\coverage\lcov-report\services\biodiversityService.js.html;C:\Users\DIYA GOEL\Downloads\EBDESIGN\EVGA_PHASE11_Expanded_Enterprise_Platforms_Audit.md;C:\Users\DIYA GOEL\Downloads\EBDESIGN\EVGA_PHASE3_Master_Capability_Repository.md;C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\biodiversity_schema.sql;C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\coverage\services\biodiversityService.js.html","9"
"CAP-223","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\coverage\services\biodiversityService.js.html;C:\Users\DIYA GOEL\Downloads\EBDESIGN\EVGA_PHASE11_Expanded_Enterprise_Platforms_Audit.md;C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\biodiversityService.js;C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\coverage\lcov-report\services\biodiversityService.js.html;C:\Users\DIYA GOEL\Downloads\EBDESIGN\EVGA_PHASE3_Master_Capability_Repository.md;C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\018_biodiversity_schema.sql;C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\eslint-report.json;C:\Users\DIYA GOEL\Downloads\EBDESIGN\EVGA_PHASE14_Enhanced_Heat_Maps.md;C:\Users\DIYA GOEL\Downloads\EBDESIGN\EVGA_PHASE13_Enhanced_Evidence_Verification.md;C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\biodiversity_schema.sql;C:\Users\DIYA GOEL\Downloads\EBDESIGN\EVGA_PHASE13_Enhanced_Evidence_Verification.pdf","20"
"CAP-224","C:\Users\DIYA GOEL\Downloads\EBDESIGN\EVGA_PHASE3_Master_Capability_Repository.md;C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\016_ai_copilot_schema.sql;C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\eslint-report.json;C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\coverage\services\aiCopilotService.js.html;C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\coverage\lcov-report\services\aiCopilotService.js.html;C:\Users\DIYA GOEL\Downloads\EBDESIGN\EVGA_PHASE13_Enhanced_Evidence_Verification.pdf;C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\aiCopilotService.js;C:\Users\DIYA GOEL\Downloads\EBDESIGN\EVGA_PHASE14_Enhanced_Heat_Maps.md;C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\ai_copilot_schema.sql;C:\Users\DIYA GOEL\Downloads\EBDESIGN\EVGA_PHASE13_Enhanced_Evidence_Verification.md;C:\Users\DIYA GOEL\Downloads\EBDESIGN\EVGA_PHASE11_Expanded_Enterprise_Platforms_Audit.md","20"
"CAP-225","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\aiCopilotService.js;C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\coverage\lcov-report\services\aiCopilotService.js.html;C:\Users\DIYA GOEL\Downloads\EBDESIGN\EVGA_PHASE3_Master_Capability_Repository.md;C:\Users\DIYA GOEL\Downloads\EBDESIGN\EVGA_PHASE13_Enhanced_Evidence_Verification.md;C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\016_ai_copilot_schema.sql;C:\Users\DIYA GOEL\Downloads\EBDESIGN\EVGA_PHASE11_Expanded_Enterprise_Platforms_Audit.md;C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\ai_copilot_schema.sql;C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\eslint-report.json;C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\coverage\services\aiCopilotService.js.html","9"
"CAP-226","C:\Users\DIYA GOEL\Downloads\EBDESIGN\EVGA_PHASE11_Expanded_Enterprise_Platforms_Audit.md;C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\coverage\services\aiCopilotService.js.html;C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\coverage\lcov-report\services\aiCopilotService.js.html;C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\eslint-report.json;C:\Users\DIYA GOEL\Downloads\EBDESIGN\EVGA_PHASE3_Master_Capability_Repository.md;C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\aiCopilotService.js;C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\migrations\016_ai_copilot_schema.sql;C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\database\ai_copilot_schema.sql;C:\Users\DIYA GOEL\Downloads\EBDESIGN\EVGA_PHASE13_Enhanced_Evidence_Verification.md","9"
