"Classification","Reason","Family","File","Name","Lines","SizeBytes","EndpointCount","ServiceImports","ControllerImports","MiddlewareImports","ExactMountedHashMatches","MountedSignatureMatches"
"GENERATED_OR_COMPATIBILITY_MXXX","Top-level Mxxx route naming matches generated/compatibility estate.","TOP_LEVEL_ROUTE","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\M70Routes.js","M70Routes.js","39","949","6","0","0","1","0","0"
"GENERATED_OR_COMPATIBILITY_MXXX","Top-level Mxxx route naming matches generated/compatibility estate.","TOP_LEVEL_ROUTE","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\M71Routes.js","M71Routes.js","39","949","6","0","0","1","0","0"
"GENERATED_OR_COMPATIBILITY_MXXX","Top-level Mxxx route naming matches generated/compatibility estate.","TOP_LEVEL_ROUTE","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\M72Routes.js","M72Routes.js","39","949","6","0","0","1","0","0"
"GENERATED_OR_COMPATIBILITY_MXXX","Top-level Mxxx route naming matches generated/compatibility estate.","TOP_LEVEL_ROUTE","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\M73Routes.js","M73Routes.js","39","949","6","0","0","1","0","0"
"GENERATED_OR_COMPATIBILITY_MXXX","Top-level Mxxx route naming matches generated/compatibility estate.","TOP_LEVEL_ROUTE","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\M74Routes.js","M74Routes.js","39","949","6","0","0","1","0","0"
"GENERATED_OR_COMPATIBILITY_MXXX","Top-level Mxxx route naming matches generated/compatibility estate.","TOP_LEVEL_ROUTE","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\M75Routes.js","M75Routes.js","39","949","6","0","0","1","0","0"
"GENERATED_OR_COMPATIBILITY_MXXX","Top-level Mxxx route naming matches generated/compatibility estate.","TOP_LEVEL_ROUTE","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\M76Routes.js","M76Routes.js","39","949","6","0","0","1","0","0"
"GENERATED_OR_COMPATIBILITY_MXXX","Top-level Mxxx route naming matches generated/compatibility estate.","TOP_LEVEL_ROUTE","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\M77Routes.js","M77Routes.js","39","949","6","0","0","1","0","0"
"GENERATED_OR_COMPATIBILITY_MXXX","Top-level Mxxx route naming matches generated/compatibility estate.","TOP_LEVEL_ROUTE","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\M78Routes.js","M78Routes.js","39","949","6","0","0","1","0","0"
"GENERATED_OR_COMPATIBILITY_MXXX","Top-level Mxxx route naming matches generated/compatibility estate.","TOP_LEVEL_ROUTE","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\M79Routes.js","M79Routes.js","39","949","6","0","0","1","0","0"
"GENERATED_OR_COMPATIBILITY_MXXX","Top-level Mxxx route naming matches generated/compatibility estate.","TOP_LEVEL_ROUTE","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\M80Routes.js","M80Routes.js","39","949","6","0","0","1","0","0"
"GENERATED_OR_COMPATIBILITY_MXXX","Top-level Mxxx route naming matches generated/compatibility estate.","TOP_LEVEL_ROUTE","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\M81Routes.js","M81Routes.js","39","949","6","0","0","1","0","0"
"GENERATED_OR_COMPATIBILITY_MXXX","Top-level Mxxx route naming matches generated/compatibility estate.","TOP_LEVEL_ROUTE","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\M82Routes.js","M82Routes.js","39","949","6","0","0","1","0","0"
"GENERATED_OR_COMPATIBILITY_MXXX","Top-level Mxxx route naming matches generated/compatibility estate.","TOP_LEVEL_ROUTE","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\M83Routes.js","M83Routes.js","39","949","6","0","0","1","0","0"
"GENERATED_OR_COMPATIBILITY_MXXX","Top-level Mxxx route naming matches generated/compatibility estate.","TOP_LEVEL_ROUTE","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\M84Routes.js","M84Routes.js","39","949","6","0","0","1","0","0"
"GENERATED_OR_COMPATIBILITY_MXXX","Top-level Mxxx route naming matches generated/compatibility estate.","TOP_LEVEL_ROUTE","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\M85Routes.js","M85Routes.js","39","949","6","0","0","1","0","0"
"GENERATED_OR_COMPATIBILITY_MXXX","Top-level Mxxx route naming matches generated/compatibility estate.","TOP_LEVEL_ROUTE","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\M86Routes.js","M86Routes.js","39","949","6","0","0","1","0","0"
"GENERATED_OR_COMPATIBILITY_MXXX","Top-level Mxxx route naming matches generated/compatibility estate.","TOP_LEVEL_ROUTE","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\M87Routes.js","M87Routes.js","39","949","6","0","0","1","0","0"
"GENERATED_OR_COMPATIBILITY_MXXX","Top-level Mxxx route naming matches generated/compatibility estate.","TOP_LEVEL_ROUTE","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\M88Routes.js","M88Routes.js","39","949","6","0","0","1","0","0"
"GENERATED_OR_COMPATIBILITY_MXXX","Top-level Mxxx route naming matches generated/compatibility estate.","TOP_LEVEL_ROUTE","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\M89Routes.js","M89Routes.js","39","949","6","0","0","1","0","0"
"GENERATED_OR_COMPATIBILITY_MXXX","Top-level Mxxx route naming matches generated/compatibility estate.","TOP_LEVEL_ROUTE","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\M90Routes.js","M90Routes.js","39","949","6","0","0","1","0","0"
"GENERATED_OR_COMPATIBILITY_MXXX","Top-level Mxxx route naming matches generated/compatibility estate.","TOP_LEVEL_ROUTE","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\M91Routes.js","M91Routes.js","39","949","6","0","0","1","0","0"
"GENERATED_OR_COMPATIBILITY_MXXX","Top-level Mxxx route naming matches generated/compatibility estate.","TOP_LEVEL_ROUTE","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\M92Routes.js","M92Routes.js","39","949","6","0","0","1","0","0"
"GENERATED_OR_COMPATIBILITY_MXXX","Top-level Mxxx route naming matches generated/compatibility estate.","TOP_LEVEL_ROUTE","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\M93Routes.js","M93Routes.js","39","949","6","0","0","1","0","0"
"GENERATED_OR_COMPATIBILITY_MXXX","Top-level Mxxx route naming matches generated/compatibility estate.","TOP_LEVEL_ROUTE","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\M94Routes.js","M94Routes.js","39","949","6","0","0","1","0","0"
"GENERATED_OR_COMPATIBILITY_MXXX","Top-level Mxxx route naming matches generated/compatibility estate.","TOP_LEVEL_ROUTE","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\M95Routes.js","M95Routes.js","39","949","6","0","0","1","0","0"
"GENERATED_OR_COMPATIBILITY_MXXX","Top-level Mxxx route naming matches generated/compatibility estate.","TOP_LEVEL_ROUTE","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\M96Routes.js","M96Routes.js","39","949","6","0","0","1","0","0"
"GENERATED_OR_COMPATIBILITY_MXXX","Top-level Mxxx route naming matches generated/compatibility estate.","TOP_LEVEL_ROUTE","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\M97Routes.js","M97Routes.js","39","949","6","0","0","1","0","0"
"GENERATED_OR_COMPATIBILITY_MXXX","Top-level Mxxx route naming matches generated/compatibility estate.","TOP_LEVEL_ROUTE","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\M98Routes.js","M98Routes.js","39","949","6","0","0","1","0","0"
"GENERATED_OR_COMPATIBILITY_MXXX","Top-level Mxxx route naming matches generated/compatibility estate.","TOP_LEVEL_ROUTE","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\M99Routes.js","M99Routes.js","39","949","6","0","0","1","0","0"
"SUBSTANTIAL_UNMOUNTED_IMPLEMENTATION","Substantial size and/or controller/service dependencies.","TOP_LEVEL_ROUTE","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\machineryVillageOpsRoutes.js","machineryVillageOpsRoutes.js","200","5755","8","1","0","1","0","0"
"SAME_ENDPOINT_SIGNATURE_AS_MOUNTED","Same literal METHOD/path signature exists in mounted route population.","TOP_LEVEL_ROUTE","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\migrationRoutes.js","migrationRoutes.js","23","492","2","0","0","1","0","1"
"SUBSTANTIAL_UNMOUNTED_IMPLEMENTATION","Substantial size and/or controller/service dependencies.","TOP_LEVEL_ROUTE","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\moduleSupportInfrastructureRoutes.js","moduleSupportInfrastructureRoutes.js","460","10707","22","1","0","0","0","0"
"LIKELY_SHALLOW_OR_SCAFFOLD","Small file with few endpoints and no obvious controller/service dependency.","TOP_LEVEL_ROUTE","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\moduleSystemsRoutes.js","moduleSystemsRoutes.js","27","1077","2","0","0","0","0","0"
"SAME_ENDPOINT_SIGNATURE_AS_MOUNTED","Same literal METHOD/path signature exists in mounted route population.","TOP_LEVEL_ROUTE","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\notificationRoutes.js","notificationRoutes.js","23","501","2","0","0","1","0","1"
"SAME_ENDPOINT_SIGNATURE_AS_MOUNTED","Same literal METHOD/path signature exists in mounted route population.","TOP_LEVEL_ROUTE","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\performanceRoutes.js","performanceRoutes.js","23","498","2","0","0","1","0","1"
"SAME_ENDPOINT_SIGNATURE_AS_MOUNTED","Same literal METHOD/path signature exists in mounted route population.","TOP_LEVEL_ROUTE","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\permissionRoutes.js","permissionRoutes.js","23","495","2","0","0","1","0","1"
"SAME_ENDPOINT_SIGNATURE_AS_MOUNTED","Same literal METHOD/path signature exists in mounted route population.","TOP_LEVEL_ROUTE","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\platformFoundationRoutes.js","platformFoundationRoutes.js","38","654","2","0","0","1","0","69"
"HISTORICAL_OR_ALTERNATE","Filename indicates historical/alternate implementation.","TOP_LEVEL_ROUTE","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\publicDomainDataExtractionRoutes_merged.js","publicDomainDataExtractionRoutes_merged.js","20","365","1","0","0","0","0","43"
"SAME_ENDPOINT_SIGNATURE_AS_MOUNTED","Same literal METHOD/path signature exists in mounted route population.","TOP_LEVEL_ROUTE","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\reportingRoutes.js","reportingRoutes.js","23","492","2","0","0","1","0","1"
"SAME_ENDPOINT_SIGNATURE_AS_MOUNTED","Same literal METHOD/path signature exists in mounted route population.","TOP_LEVEL_ROUTE","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\resourceRouteFactory.js","resourceRouteFactory.js","20","332","1","0","0","0","0","43"
"SAME_ENDPOINT_SIGNATURE_AS_MOUNTED","Same literal METHOD/path signature exists in mounted route population.","TOP_LEVEL_ROUTE","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\roleRoutes.js","roleRoutes.js","23","477","2","0","0","1","0","1"
"SAME_ENDPOINT_SIGNATURE_AS_MOUNTED","Same literal METHOD/path signature exists in mounted route population.","TOP_LEVEL_ROUTE","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\searchRoutes.js","searchRoutes.js","23","483","2","0","0","1","0","1"
"SAME_ENDPOINT_SIGNATURE_AS_MOUNTED","Same literal METHOD/path signature exists in mounted route population.","TOP_LEVEL_ROUTE","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\securityRoutes.js","securityRoutes.js","23","489","2","0","0","1","0","1"
"SUBSTANTIAL_UNMOUNTED_IMPLEMENTATION","Substantial size and/or controller/service dependencies.","TOP_LEVEL_ROUTE","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\serverManagementRoutes.js","serverManagementRoutes.js","578","13299","23","1","0","2","0","0"
"SAME_ENDPOINT_SIGNATURE_AS_MOUNTED","Same literal METHOD/path signature exists in mounted route population.","TOP_LEVEL_ROUTE","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\settingsRoutes.js","settingsRoutes.js","23","489","2","0","0","1","0","1"
"SUBSTANTIAL_UNMOUNTED_IMPLEMENTATION","Substantial size and/or controller/service dependencies.","TOP_LEVEL_ROUTE","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\soilNutrientLandRoutes.js","soilNutrientLandRoutes.js","200","5522","8","1","0","1","0","0"
"SUBSTANTIAL_UNMOUNTED_IMPLEMENTATION","Substantial size and/or controller/service dependencies.","TOP_LEVEL_ROUTE","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\startupEnvironmentRoutes.js","startupEnvironmentRoutes.js","477","11424","22","1","0","1","0","0"
"SAME_ENDPOINT_SIGNATURE_AS_MOUNTED","Same literal METHOD/path signature exists in mounted route population.","TOP_LEVEL_ROUTE","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\systemConfigRoutes.js","systemConfigRoutes.js","23","501","2","0","0","1","0","1"
"HISTORICAL_OR_ALTERNATE","Filename indicates historical/alternate implementation.","TOP_LEVEL_ROUTE","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\unifiedLedgerRoutes_merged.js","unifiedLedgerRoutes_merged.js","20","337","1","0","0","0","0","43"
"SUBSTANTIAL_UNMOUNTED_IMPLEMENTATION","Substantial size and/or controller/service dependencies.","TOP_LEVEL_ROUTE","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\vendorProcurementRoutes.js","vendorProcurementRoutes.js","280","7753","11","1","0","1","0","0"
"SAME_ENDPOINT_SIGNATURE_AS_MOUNTED","Same literal METHOD/path signature exists in mounted route population.","TOP_LEVEL_ROUTE","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\versionRoutes.js","versionRoutes.js","23","486","2","0","0","1","0","1"
"SUBSTANTIAL_UNMOUNTED_IMPLEMENTATION","Substantial size and/or controller/service dependencies.","TOP_LEVEL_ROUTE","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\waterIrrigationRoutes.js","waterIrrigationRoutes.js","244","6697","10","1","0","1","0","0"
"SAME_ENDPOINT_SIGNATURE_AS_MOUNTED","Same literal METHOD/path signature exists in mounted route population.","TOP_LEVEL_ROUTE","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\webhookRoutes.js","webhookRoutes.js","23","486","2","0","0","1","0","1"
"SAME_ENDPOINT_SIGNATURE_AS_MOUNTED","Same literal METHOD/path signature exists in mounted route population.","TOP_LEVEL_ROUTE","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\claude\backendModuleBridge.js","backendModuleBridge.js","20","330","1","0","0","0","0","43"
"SAME_ENDPOINT_SIGNATURE_AS_MOUNTED","Same literal METHOD/path signature exists in mounted route population.","TOP_LEVEL_ROUTE","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\finance\unifiedLedgerRoutes.js","unifiedLedgerRoutes.js","39","1461","5","0","0","1","0","13"
"SUBSTANTIAL_UNMOUNTED_IMPLEMENTATION","Substantial size and/or controller/service dependencies.","TOP_LEVEL_ROUTE","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\generated\all_routes.js","all_routes.js","1076","26050","134","0","0","0","0","0"
"HISTORICAL_OR_ALTERNATE","Filename indicates historical/alternate implementation.","TOP_LEVEL_ROUTE","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\livestock\dairyRoutes_merged.js","dairyRoutes_merged.js","39","1453","5","0","0","1","0","13"
"HISTORICAL_OR_ALTERNATE","Filename indicates historical/alternate implementation.","TOP_LEVEL_ROUTE","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\logistics\geofencingRoutes_merged.js","geofencingRoutes_merged.js","20","330","1","0","0","0","0","43"
"HISTORICAL_OR_ALTERNATE","Filename indicates historical/alternate implementation.","TOP_LEVEL_ROUTE","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\platform\completeERPIntegrationRoutes_merged.js","completeERPIntegrationRoutes_merged.js","39","1470","5","0","0","1","0","13"
"HISTORICAL_OR_ALTERNATE","Filename indicates historical/alternate implementation.","TOP_LEVEL_ROUTE","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\platform\comprehensiveERPRoutes_merged.js","comprehensiveERPRoutes_merged.js","39","1464","5","0","0","1","0","13"
"HISTORICAL_OR_ALTERNATE","Filename indicates historical/alternate implementation.","TOP_LEVEL_ROUTE","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\platform\informationSharingRoutes_merged.js","informationSharingRoutes_merged.js","39","1466","5","0","0","1","0","13"
"HISTORICAL_OR_ALTERNATE","Filename indicates historical/alternate implementation.","TOP_LEVEL_ROUTE","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\platform\knowledgeRoutes_merged.js","knowledgeRoutes_merged.js","39","1457","5","0","0","1","0","13"
"HISTORICAL_OR_ALTERNATE","Filename indicates historical/alternate implementation.","TOP_LEVEL_ROUTE","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\platform\organizationManagementRoutes_merged.js","organizationManagementRoutes_merged.js","39","1470","5","0","0","1","0","13"
"SAME_ENDPOINT_SIGNATURE_AS_MOUNTED","Same literal METHOD/path signature exists in mounted route population.","TOP_LEVEL_ROUTE","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\platform\publicDomainDataExtractionRoutes.js","publicDomainDataExtractionRoutes.js","39","1474","5","0","0","1","0","13"
"TEST_OR_TEST_SUPPORT","Filename/path indicates test population.","TOP_LEVEL_ROUTE","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\__tests__\climateRoutes.test.js","climateRoutes.test.js","12","231","1","0","0","0","0","43"
"TEST_OR_TEST_SUPPORT","Filename/path indicates test population.","TOP_LEVEL_ROUTE","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\__tests__\enterpriseCommerceSafety.test.js","enterpriseCommerceSafety.test.js","12","261","1","0","0","0","0","43"
"TEST_OR_TEST_SUPPORT","Filename/path indicates test population.","TOP_LEVEL_ROUTE","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\__tests__\livestockFisheriesRoutes.test.js","livestockFisheriesRoutes.test.js","12","254","1","0","0","0","0","43"
"TEST_OR_TEST_SUPPORT","Filename/path indicates test population.","TOP_LEVEL_ROUTE","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\__tests__\operationsMachineryRoutes.test.js","operationsMachineryRoutes.test.js","12","256","1","0","0","0","0","43"
"TEST_OR_TEST_SUPPORT","Filename/path indicates test population.","TOP_LEVEL_ROUTE","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\__tests__\platformFoundationRoutes.test.js","platformFoundationRoutes.test.js","12","254","1","0","0","0","0","43"
"TEST_OR_TEST_SUPPORT","Filename/path indicates test population.","TOP_LEVEL_ROUTE","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\__tests__\roboticsRoutes.test.js","roboticsRoutes.test.js","44","2410","0","1","0","0","0","0"
"TEST_OR_TEST_SUPPORT","Filename/path indicates test population.","TOP_LEVEL_ROUTE","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\__tests__\waterSoilManagementRoutes.test.js","waterSoilManagementRoutes.test.js","12","257","1","0","0","0","0","43"
"SUBSTANTIAL_UNMOUNTED_IMPLEMENTATION","Substantial size and/or controller/service dependencies.","MODULE_ROUTE","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M645100_LIBRARYKNOWLEDGE\api\routes.js","routes.js","64","2401","7","1","0","0","0","0"
"SUBSTANTIAL_UNMOUNTED_IMPLEMENTATION","Substantial size and/or controller/service dependencies.","MODULE_ROUTE","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\TEMPLATES\MODULE_TEMPLATE\backend\routes.js","routes.js","224","4724","12","0","0","0","0","0"
